-17.360417,-66.151182, Calle Alemania #100, Cala Cala, D2
-17.355017,-66.157149, Av. Circunvalación #6442, Cala Cala, D2
-17.355950,-66.159763, Calle Mendoza #6443, Temporal Pampa, D2
-17.350422,-66.181497, Calle Litoral #6444, Mayorazgo, D2
-17.344750,-66.179750, Calle Alemania #6445, Cala Cala, D2
-17.343427,-66.197636, Calle Ecuador #6446, Temporal Pampa, D2
-17.342694,-66.184958, Av. Circunvalación #6447, Mayorazgo, D2
-17.354605,-66.174549, Calle Mendoza #6448, Cala Cala, D2
-17.363343,-66.165949, Calle Litoral #6449, Temporal Pampa, D2
-17.356672,-66.168193, Calle Alemania #6450, Mayorazgo, D2
-17.357031,-66.153312, Calle Ecuador #6451, Cala Cala, D2
-17.356758,-66.159675, Av. Circunvalación #6452, Temporal Pampa, D2
-17.338671,-66.186413, Calle Mendoza #6453, Mayorazgo, D2
-17.363924,-66.157452, Calle Litoral #6454, Cala Cala, D2
-17.357983,-66.155524, Calle Alemania #6455, Temporal Pampa, D2
-17.340487,-66.175904, Calle Ecuador #6456, Mayorazgo, D2
-17.352798,-66.181212, Av. Circunvalación #6457, Cala Cala, D2
-17.349581,-66.176222, Calle Mendoza #6458, Temporal Pampa, D2
-17.358396,-66.154213, Calle Litoral #6459, Mayorazgo, D2
-17.353964,-66.178108, Calle Alemania #6460, Cala Cala, D2
-17.349580,-66.170266, Calle Ecuador #6461, Temporal Pampa, D2
-17.350556,-66.179372, Av. Circunvalación #6462, Mayorazgo, D2
-17.354654,-66.159129, Calle Mendoza #6463, Cala Cala, D2
-17.345432,-66.183211, Calle Litoral #6464, Temporal Pampa, D2
-17.365579,-66.150751, Calle Alemania #6465, Mayorazgo, D2
-17.357430,-66.179782, Calle Ecuador #6466, Cala Cala, D2
-17.362007,-66.161706, Av. Circunvalación #6467, Temporal Pampa, D2
-17.362732,-66.150412, Calle Mendoza #6468, Mayorazgo, D2
-17.358043,-66.178956, Calle Litoral #6469, Cala Cala, D2
-17.356834,-66.154098, Calle Alemania #6470, Temporal Pampa, D2
-17.358313,-66.154050, Calle Ecuador #6471, Mayorazgo, D2
-17.347715,-66.176307, Av. Circunvalación #6472, Cala Cala, D2
-17.363269,-66.179563, Calle Mendoza #6473, Temporal Pampa, D2
-17.358889,-66.152051, Calle Litoral #6474, Mayorazgo, D2
-17.348337,-66.171277, Calle Alemania #6475, Cala Cala, D2
-17.347147,-66.190322, Calle Ecuador #6476, Temporal Pampa, D2
-17.360434,-66.164985, Av. Circunvalación #6477, Mayorazgo, D2
-17.347305,-66.169878, Calle Mendoza #6478, Cala Cala, D2
-17.343782,-66.187219, Calle Litoral #6479, Temporal Pampa, D2
-17.354860,-66.156012, Calle Alemania #6480, Mayorazgo, D2
-17.352816,-66.185714, Calle Ecuador #6481, Cala Cala, D2
-17.346081,-66.177109, Av. Circunvalación #6482, Temporal Pampa, D2
-17.346008,-66.176398, Calle Mendoza #6483, Mayorazgo, D2
-17.361164,-66.173687, Calle Litoral #6484, Cala Cala, D2
-17.353181,-66.175936, Calle Alemania #6485, Temporal Pampa, D2
-17.340602,-66.195550, Calle Ecuador #6486, Mayorazgo, D2
-17.346355,-66.181977, Av. Circunvalación #6487, Cala Cala, D2
-17.341258,-66.187269, Calle Mendoza #6488, Temporal Pampa, D2
-17.351677,-66.187331, Calle Litoral #6489, Mayorazgo, D2
-17.344641,-66.175738, Calle Alemania #6490, Cala Cala, D2
-17.363953,-66.175117, Calle Ecuador #6491, Temporal Pampa, D2
-17.349044,-66.180812, Av. Circunvalación #6492, Mayorazgo, D2
-17.352991,-66.167235, Calle Mendoza #6493, Cala Cala, D2
-17.363960,-66.157810, Calle Litoral #6494, Temporal Pampa, D2
-17.345177,-66.173553, Calle Alemania #6495, Mayorazgo, D2
-17.352129,-66.164182, Calle Ecuador #6496, Cala Cala, D2
-17.340324,-66.177751, Av. Circunvalación #6497, Temporal Pampa, D2
-17.350964,-66.167747, Calle Mendoza #6498, Mayorazgo, D2
-17.352095,-66.174588, Calle Litoral #6499, Cala Cala, D2
-17.357896,-66.163555, Calle Alemania #6500, Temporal Pampa, D2
-17.359954,-66.159484, Calle Ecuador #6501, Mayorazgo, D2
-17.360466,-66.153908, Av. Circunvalación #6502, Cala Cala, D2
-17.337309,-66.192755, Calle Mendoza #6503, Temporal Pampa, D2
-17.346283,-66.181533, Calle Litoral #6504, Mayorazgo, D2
-17.358185,-66.155966, Calle Alemania #6505, Cala Cala, D2
-17.357053,-66.152510, Calle Ecuador #6506, Temporal Pampa, D2
-17.337827,-66.191782, Av. Circunvalación #6507, Mayorazgo, D2
-17.356534,-66.166487, Calle Mendoza #6508, Cala Cala, D2
-17.337760,-66.192366, Calle Litoral #6509, Temporal Pampa, D2
-17.361255,-66.176009, Calle Alemania #6510, Mayorazgo, D2
-17.354984,-66.170928, Calle Ecuador #6511, Cala Cala, D2
-17.340620,-66.186874, Av. Circunvalación #6512, Temporal Pampa, D2
-17.344765,-66.173094, Calle Mendoza #6513, Mayorazgo, D2
-17.361245,-66.153731, Calle Litoral #6514, Cala Cala, D2
-17.361894,-66.164147, Calle Alemania #6515, Temporal Pampa, D2
-17.354509,-66.170987, Calle Ecuador #6516, Mayorazgo, D2
-17.338701,-66.194911, Av. Circunvalación #6517, Cala Cala, D2
-17.352798,-66.183261, Calle Mendoza #6518, Temporal Pampa, D2
-17.351723,-66.167811, Calle Litoral #6519, Mayorazgo, D2
-17.350395,-66.175579, Calle Alemania #6520, Cala Cala, D2
-17.347241,-66.168366, Calle Ecuador #6521, Temporal Pampa, D2
-17.353912,-66.164829, Av. Circunvalación #6522, Mayorazgo, D2
-17.354144,-66.162936, Calle Mendoza #6523, Cala Cala, D2
-17.361071,-66.151003, Calle Litoral #6524, Temporal Pampa, D2
-17.355016,-66.174037, Calle Alemania #6525, Mayorazgo, D2
-17.349489,-66.181201, Calle Ecuador #6526, Cala Cala, D2
-17.342476,-66.196726, Av. Circunvalación #6527, Temporal Pampa, D2
-17.346856,-66.196350, Calle Mendoza #6528, Mayorazgo, D2
-17.344470,-66.180165, Calle Litoral #6529, Cala Cala, D2
-17.358108,-66.158425, Calle Alemania #6530, Temporal Pampa, D2
-17.353517,-66.170527, Calle Ecuador #6531, Mayorazgo, D2
-17.355078,-66.158343, Av. Circunvalación #6532, Cala Cala, D2
-17.349818,-66.184175, Calle Mendoza #6533, Temporal Pampa, D2
-17.345663,-66.188345, Calle Litoral #6534, Mayorazgo, D2
-17.361679,-66.165671, Calle Alemania #6535, Cala Cala, D2
-17.346556,-66.188662, Calle Ecuador #6536, Temporal Pampa, D2
-17.349915,-66.180342, Av. Circunvalación #6537, Mayorazgo, D2
-17.363458,-66.156069, Calle Mendoza #6538, Cala Cala, D2
-17.359250,-66.157940, Calle Litoral #6539, Temporal Pampa, D2
-17.344118,-66.190726, Calle Alemania #6540, Mayorazgo, D2
-17.350336,-66.177999, Calle Ecuador #6541, Cala Cala, D2
-17.347842,-66.193423, Av. Circunvalación #6542, Temporal Pampa, D2
-17.348655,-66.192254, Calle Mendoza #6543, Mayorazgo, D2
-17.365504,-66.170914, Calle Litoral #6544, Cala Cala, D2
-17.348853,-66.171636, Calle Alemania #6545, Temporal Pampa, D2
-17.347705,-66.191927, Calle Ecuador #6546, Mayorazgo, D2
-17.359872,-66.152686, Av. Circunvalación #6547, Cala Cala, D2
-17.357584,-66.156127, Calle Mendoza #6548, Temporal Pampa, D2
-17.337256,-66.183904, Calle Litoral #6549, Mayorazgo, D2
-17.364200,-66.177037, Calle Alemania #6550, Cala Cala, D2
-17.346546,-66.182332, Calle Ecuador #6551, Temporal Pampa, D2
-17.357897,-66.172477, Av. Circunvalación #6552, Mayorazgo, D2
-17.360253,-66.166304, Calle Mendoza #6553, Cala Cala, D2
-17.346480,-66.186227, Calle Litoral #6554, Temporal Pampa, D2
-17.360592,-66.179042, Calle Alemania #6555, Mayorazgo, D2
-17.347406,-66.188953, Calle Ecuador #6556, Cala Cala, D2
-17.346916,-66.177356, Av. Circunvalación #6557, Temporal Pampa, D2
-17.338686,-66.187037, Calle Mendoza #6558, Mayorazgo, D2
-17.339834,-66.184208, Calle Litoral #6559, Cala Cala, D2
-17.341176,-66.193758, Calle Alemania #6560, Temporal Pampa, D2
-17.339020,-66.184652, Calle Ecuador #6561, Mayorazgo, D2
-17.345698,-66.182667, Av. Circunvalación #6562, Cala Cala, D2
-17.361559,-66.171344, Calle Mendoza #6563, Temporal Pampa, D2
-17.357367,-66.174468, Calle Litoral #6564, Mayorazgo, D2
-17.360343,-66.176965, Calle Alemania #6565, Cala Cala, D2
-17.342460,-66.185064, Calle Ecuador #6566, Temporal Pampa, D2
-17.362479,-66.178751, Av. Circunvalación #6567, Mayorazgo, D2
-17.343928,-66.172619, Calle Mendoza #6568, Cala Cala, D2
-17.355283,-66.183061, Calle Litoral #6569, Temporal Pampa, D2
-17.355821,-66.154180, Calle Alemania #6570, Mayorazgo, D2
-17.343706,-66.193364, Calle Ecuador #6571, Cala Cala, D2
-17.357603,-66.164172, Av. Circunvalación #6572, Temporal Pampa, D2
-17.348568,-66.183187, Calle Mendoza #6573, Mayorazgo, D2
-17.354538,-66.177258, Calle Litoral #6574, Cala Cala, D2
-17.348689,-66.172785, Calle Alemania #6575, Temporal Pampa, D2
-17.362112,-66.150558, Calle Ecuador #6576, Mayorazgo, D2
-17.347557,-66.198452, Av. Circunvalación #6577, Cala Cala, D2
-17.339343,-66.190093, Calle Mendoza #6578, Temporal Pampa, D2
-17.357731,-66.175723, Calle Litoral #6579, Mayorazgo, D2
-17.359045,-66.178737, Calle Alemania #6580, Cala Cala, D2
-17.358654,-66.162962, Calle Ecuador #6581, Temporal Pampa, D2
-17.364898,-66.154491, Av. Circunvalación #6582, Mayorazgo, D2
-17.339975,-66.191311, Calle Mendoza #6583, Cala Cala, D2
-17.346730,-66.178267, Calle Litoral #6584, Temporal Pampa, D2
-17.361678,-66.180637, Calle Alemania #6585, Mayorazgo, D2
-17.359699,-66.173885, Calle Ecuador #6586, Cala Cala, D2
-17.360557,-66.156764, Av. Circunvalación #6587, Temporal Pampa, D2
-17.357184,-66.177421, Calle Mendoza #6588, Mayorazgo, D2
-17.345475,-66.196996, Calle Litoral #6589, Cala Cala, D2
-17.349365,-66.168673, Calle Alemania #6590, Temporal Pampa, D2
-17.364380,-66.151369, Calle Ecuador #6591, Mayorazgo, D2
-17.342979,-66.193003, Av. Circunvalación #6592, Cala Cala, D2
-17.355014,-66.173271, Calle Mendoza #6593, Temporal Pampa, D2
-17.356440,-66.161953, Calle Litoral #6594, Mayorazgo, D2
-17.357078,-66.180112, Calle Alemania #6595, Cala Cala, D2
-17.362910,-66.157563, Calle Ecuador #6596, Temporal Pampa, D2
-17.357940,-66.155912, Av. Circunvalación #6597, Mayorazgo, D2
-17.358399,-66.156915, Calle Mendoza #6598, Cala Cala, D2
-17.341894,-66.176601, Calle Litoral #6599, Temporal Pampa, D2
-17.354757,-66.181903, Calle Alemania #6600, Mayorazgo, D2
-17.361857,-66.167051, Calle Ecuador #6601, Cala Cala, D2
-17.346749,-66.190172, Av. Circunvalación #6602, Temporal Pampa, D2
-17.353150,-66.177485, Calle Mendoza #6603, Mayorazgo, D2
-17.345173,-66.192512, Calle Litoral #6604, Cala Cala, D2
-17.358324,-66.155955, Calle Alemania #6605, Temporal Pampa, D2
-17.345095,-66.183050, Calle Ecuador #6606, Mayorazgo, D2
-17.358383,-66.169377, Av. Circunvalación #6607, Cala Cala, D2
-17.356451,-66.173432, Calle Mendoza #6608, Temporal Pampa, D2
-17.363640,-66.161038, Calle Litoral #6609, Mayorazgo, D2
-17.337658,-66.185411, Calle Alemania #6610, Cala Cala, D2
-17.362337,-66.157172, Calle Ecuador #6611, Temporal Pampa, D2
-17.343842,-66.175492, Av. Circunvalación #6612, Mayorazgo, D2
-17.348508,-66.175309, Calle Mendoza #6613, Cala Cala, D2
-17.364282,-66.152980, Calle Litoral #6614, Temporal Pampa, D2
-17.348045,-66.187079, Calle Alemania #6615, Mayorazgo, D2
-17.362080,-66.161928, Calle Ecuador #6616, Cala Cala, D2
-17.364632,-66.150397, Av. Circunvalación #6617, Temporal Pampa, D2
-17.342115,-66.178194, Calle Mendoza #6618, Mayorazgo, D2
-17.348689,-66.170298, Calle Litoral #6619, Cala Cala, D2
-17.354919,-66.167717, Calle Alemania #6620, Temporal Pampa, D2
-17.345143,-66.183001, Calle Ecuador #6621, Mayorazgo, D2
-17.354757,-66.167553, Av. Circunvalación #6622, Cala Cala, D2
-17.359972,-66.167205, Calle Mendoza #6623, Temporal Pampa, D2
-17.347152,-66.198376, Calle Litoral #6624, Mayorazgo, D2
-17.339525,-66.188394, Calle Alemania #6625, Cala Cala, D2
-17.360487,-66.169665, Calle Ecuador #6626, Temporal Pampa, D2
-17.359137,-66.180915, Av. Circunvalación #6627, Mayorazgo, D2
-17.364346,-66.175611, Calle Mendoza #6628, Cala Cala, D2
-17.362954,-66.152603, Calle Litoral #6629, Temporal Pampa, D2
-17.352135,-66.172258, Calle Alemania #6630, Mayorazgo, D2
-17.343638,-66.182501, Calle Ecuador #6631, Cala Cala, D2
-17.361254,-66.153719, Av. Circunvalación #6632, Temporal Pampa, D2
-17.351801,-66.176614, Calle Mendoza #6633, Mayorazgo, D2
-17.352927,-66.172900, Calle Litoral #6634, Cala Cala, D2
-17.338757,-66.181933, Calle Alemania #6635, Temporal Pampa, D2
-17.353157,-66.173473, Calle Ecuador #6636, Mayorazgo, D2
-17.359472,-66.178126, Av. Circunvalación #6637, Cala Cala, D2
-17.361934,-66.165588, Calle Mendoza #6638, Temporal Pampa, D2
-17.363348,-66.154228, Calle Litoral #6639, Mayorazgo, D2
-17.356996,-66.150713, Calle Alemania #6640, Cala Cala, D2
-17.363115,-66.176180, Calle Ecuador #6641, Temporal Pampa, D2
-17.347489,-66.194827, Av. Circunvalación #6642, Mayorazgo, D2
-17.343337,-66.178422, Calle Mendoza #6643, Cala Cala, D2
-17.349669,-66.183628, Calle Litoral #6644, Temporal Pampa, D2
-17.363549,-66.167583, Calle Alemania #6645, Mayorazgo, D2
-17.350540,-66.188570, Calle Ecuador #6646, Cala Cala, D2
-17.354631,-66.182098, Av. Circunvalación #6647, Temporal Pampa, D2
-17.352084,-66.178623, Calle Mendoza #6648, Mayorazgo, D2
-17.362469,-66.169394, Calle Litoral #6649, Cala Cala, D2
-17.355245,-66.173866, Calle Alemania #6650, Temporal Pampa, D2
-17.350213,-66.174315, Calle Ecuador #6651, Mayorazgo, D2
-17.356613,-66.184005, Av. Circunvalación #6652, Cala Cala, D2
-17.340931,-66.176127, Calle Mendoza #6653, Temporal Pampa, D2
-17.359874,-66.171515, Calle Litoral #6654, Mayorazgo, D2
-17.361836,-66.165344, Calle Alemania #6655, Cala Cala, D2
-17.353681,-66.162199, Calle Ecuador #6656, Temporal Pampa, D2
-17.357382,-66.151833, Av. Circunvalación #6657, Mayorazgo, D2
-17.352059,-66.176267, Calle Mendoza #6658, Cala Cala, D2
-17.358937,-66.172098, Calle Litoral #6659, Temporal Pampa, D2
-17.343537,-66.175342, Calle Alemania #6660, Mayorazgo, D2
-17.340272,-66.182721, Calle Ecuador #6661, Cala Cala, D2
-17.342054,-66.188330, Av. Circunvalación #6662, Temporal Pampa, D2
-17.348726,-66.192517, Calle Mendoza #6663, Mayorazgo, D2
-17.353998,-66.163582, Calle Litoral #6664, Cala Cala, D2
-17.357505,-66.179193, Calle Alemania #6665, Temporal Pampa, D2
-17.344070,-66.181112, Calle Ecuador #6666, Mayorazgo, D2
-17.350179,-66.176357, Av. Circunvalación #6667, Cala Cala, D2
-17.359668,-66.165490, Calle Mendoza #6668, Temporal Pampa, D2
-17.365143,-66.173534, Calle Litoral #6669, Mayorazgo, D2
-17.350740,-66.169523, Calle Alemania #6670, Cala Cala, D2
-17.351333,-66.189016, Calle Ecuador #6671, Temporal Pampa, D2
-17.353583,-66.166150, Av. Circunvalación #6672, Mayorazgo, D2
-17.352928,-66.165414, Calle Mendoza #6673, Cala Cala, D2
-17.349151,-66.173338, Calle Litoral #6674, Temporal Pampa, D2
-17.355973,-66.161788, Calle Alemania #6675, Mayorazgo, D2
-17.357206,-66.154260, Calle Ecuador #6676, Cala Cala, D2
-17.347893,-66.176604, Av. Circunvalación #6677, Temporal Pampa, D2
-17.364495,-66.162150, Calle Mendoza #6678, Mayorazgo, D2
-17.351921,-66.162948, Calle Litoral #6679, Cala Cala, D2
-17.341132,-66.175299, Calle Alemania #6680, Temporal Pampa, D2
-17.341663,-66.182671, Calle Ecuador #6681, Mayorazgo, D2
-17.353363,-66.172900, Av. Circunvalación #6682, Cala Cala, D2
-17.344194,-66.186886, Calle Mendoza #6683, Temporal Pampa, D2
-17.359367,-66.151684, Calle Litoral #6684, Mayorazgo, D2
-17.356327,-66.157192, Calle Alemania #6685, Cala Cala, D2
-17.337369,-66.184112, Calle Ecuador #6686, Temporal Pampa, D2
-17.348051,-66.187207, Av. Circunvalación #6687, Mayorazgo, D2
-17.344158,-66.173510, Calle Mendoza #6688, Cala Cala, D2
-17.357516,-66.152267, Calle Litoral #6689, Temporal Pampa, D2
-17.343492,-66.180199, Calle Alemania #6690, Mayorazgo, D2
-17.339595,-66.185196, Calle Ecuador #6691, Cala Cala, D2
-17.352157,-66.179337, Av. Circunvalación #6692, Temporal Pampa, D2
-17.364106,-66.171022, Calle Mendoza #6693, Mayorazgo, D2
-17.361472,-66.152163, Calle Litoral #6694, Cala Cala, D2
-17.358822,-66.179864, Calle Alemania #6695, Temporal Pampa, D2
-17.350446,-66.171460, Calle Ecuador #6696, Mayorazgo, D2
-17.347974,-66.187864, Av. Circunvalación #6697, Cala Cala, D2
-17.349667,-66.181693, Calle Mendoza #6698, Temporal Pampa, D2
-17.355222,-66.167586, Calle Litoral #6699, Mayorazgo, D2
-17.342353,-66.177075, Calle Alemania #6700, Cala Cala, D2
-17.361789,-66.154891, Calle Ecuador #6701, Temporal Pampa, D2
-17.362505,-66.158343, Av. Circunvalación #6702, Mayorazgo, D2
-17.354060,-66.168962, Calle Mendoza #6703, Cala Cala, D2
-17.357522,-66.151421, Calle Litoral #6704, Temporal Pampa, D2
-17.345130,-66.186155, Calle Alemania #6705, Mayorazgo, D2
-17.346602,-66.173077, Calle Ecuador #6706, Cala Cala, D2
-17.344461,-66.174744, Av. Circunvalación #6707, Temporal Pampa, D2
-17.338629,-66.185312, Calle Mendoza #6708, Mayorazgo, D2
-17.361794,-66.160640, Calle Litoral #6709, Cala Cala, D2
-17.350987,-66.171356, Calle Alemania #6710, Temporal Pampa, D2
-17.338318,-66.193296, Calle Ecuador #6711, Mayorazgo, D2
-17.358285,-66.182347, Av. Circunvalación #6712, Cala Cala, D2
-17.347014,-66.180069, Calle Mendoza #6713, Temporal Pampa, D2
-17.340842,-66.184363, Calle Litoral #6714, Mayorazgo, D2
-17.347959,-66.181600, Calle Alemania #6715, Cala Cala, D2
-17.364664,-66.168851, Calle Ecuador #6716, Temporal Pampa, D2
-17.348418,-66.183938, Av. Circunvalación #6717, Mayorazgo, D2
-17.358978,-66.159018, Calle Mendoza #6718, Cala Cala, D2
-17.359328,-66.152462, Calle Litoral #6719, Temporal Pampa, D2
-17.353041,-66.162579, Calle Alemania #6720, Mayorazgo, D2
-17.338307,-66.180181, Calle Ecuador #6721, Cala Cala, D2
-17.342959,-66.197285, Av. Circunvalación #6722, Temporal Pampa, D2
-17.355004,-66.168844, Calle Mendoza #6723, Mayorazgo, D2
-17.356733,-66.166006, Calle Litoral #6724, Cala Cala, D2
-17.356627,-66.153368, Calle Alemania #6725, Temporal Pampa, D2
-17.344703,-66.194757, Calle Ecuador #6726, Mayorazgo, D2
-17.359127,-66.163417, Av. Circunvalación #6727, Cala Cala, D2
-17.347937,-66.171107, Calle Mendoza #6728, Temporal Pampa, D2
-17.353721,-66.184236, Calle Litoral #6729, Mayorazgo, D2
-17.353064,-66.177171, Calle Alemania #6730, Cala Cala, D2
-17.362379,-66.159381, Calle Ecuador #6731, Temporal Pampa, D2
-17.345997,-66.196122, Av. Circunvalación #6732, Mayorazgo, D2
-17.354747,-66.165750, Calle Mendoza #6733, Cala Cala, D2
-17.346027,-66.186032, Calle Litoral #6734, Temporal Pampa, D2
-17.342942,-66.175625, Calle Alemania #6735, Mayorazgo, D2
-17.358052,-66.174101, Calle Ecuador #6736, Cala Cala, D2
-17.359535,-66.177649, Av. Circunvalación #6737, Temporal Pampa, D2
-17.345105,-66.195790, Calle Mendoza #6738, Mayorazgo, D2
-17.362029,-66.154216, Calle Litoral #6739, Cala Cala, D2
-17.358177,-66.166586, Calle Alemania #6740, Temporal Pampa, D2
-17.355322,-66.173593, Calle Ecuador #6741, Mayorazgo, D2
-17.348506,-66.177075, Av. Circunvalación #6742, Cala Cala, D2
-17.343889,-66.173718, Calle Mendoza #6743, Temporal Pampa, D2
-17.343914,-66.191945, Calle Litoral #6744, Mayorazgo, D2
-17.348965,-66.185621, Calle Alemania #6745, Cala Cala, D2
-17.341926,-66.189021, Calle Ecuador #6746, Temporal Pampa, D2
-17.357447,-66.155704, Av. Circunvalación #6747, Mayorazgo, D2
-17.358041,-66.176315, Calle Mendoza #6748, Cala Cala, D2
-17.363482,-66.171192, Calle Litoral #6749, Temporal Pampa, D2
-17.343995,-66.193223, Calle Alemania #6750, Mayorazgo, D2
-17.343531,-66.174709, Calle Ecuador #6751, Cala Cala, D2
-17.363548,-66.156639, Av. Circunvalación #6752, Temporal Pampa, D2
-17.350723,-66.186849, Calle Mendoza #6753, Mayorazgo, D2
-17.351703,-66.182053, Calle Litoral #6754, Cala Cala, D2
-17.346919,-66.186022, Calle Alemania #6755, Temporal Pampa, D2
-17.360029,-66.168425, Calle Ecuador #6756, Mayorazgo, D2
-17.354946,-66.178248, Av. Circunvalación #6757, Cala Cala, D2
-17.347604,-66.185171, Calle Mendoza #6758, Temporal Pampa, D2
-17.343019,-66.189733, Calle Litoral #6759, Mayorazgo, D2
-17.356862,-66.177365, Calle Alemania #6760, Cala Cala, D2
-17.360316,-66.153448, Calle Ecuador #6761, Temporal Pampa, D2
-17.363408,-66.149933, Av. Circunvalación #6762, Mayorazgo, D2
-17.347793,-66.184678, Calle Mendoza #6763, Cala Cala, D2
-17.355495,-66.159491, Calle Litoral #6764, Temporal Pampa, D2
-17.365511,-66.154622, Calle Alemania #6765, Mayorazgo, D2
-17.344262,-66.175960, Calle Ecuador #6766, Cala Cala, D2
-17.349997,-66.170021, Av. Circunvalación #6767, Temporal Pampa, D2
-17.359359,-66.158851, Calle Mendoza #6768, Mayorazgo, D2
-17.351526,-66.167638, Calle Litoral #6769, Cala Cala, D2
-17.345065,-66.180261, Calle Alemania #6770, Temporal Pampa, D2
-17.364359,-66.162840, Calle Ecuador #6771, Mayorazgo, D2
-17.346732,-66.186927, Av. Circunvalación #6772, Cala Cala, D2
-17.343745,-66.177594, Calle Mendoza #6773, Temporal Pampa, D2
-17.345890,-66.198048, Calle Litoral #6774, Mayorazgo, D2
-17.341079,-66.193628, Calle Alemania #6775, Cala Cala, D2
-17.358628,-66.179218, Calle Ecuador #6776, Temporal Pampa, D2
-17.352069,-66.185382, Av. Circunvalación #6777, Mayorazgo, D2
