-17.407483,-66.175647, Av. Blanco Galindo #100, Hipódromo, D4
-17.398437,-66.177074, Calle Portales #5369, La Chimba, D4
-17.410863,-66.179949, Av. Blanco Galindo #5370, Coña Coña, D4
-17.395623,-66.171983, Calle Tupuraya #5371, Hipódromo, D4
-17.406042,-66.184387, Calle Melchor Pérez #5372, La Chimba, D4
-17.394805,-66.202438, Calle Jordán #5373, Coña Coña, D4
-17.398400,-66.188013, Calle Portales #5374, Hipódromo, D4
-17.406345,-66.175320, Av. Blanco Galindo #5375, La Chimba, D4
-17.385494,-66.196576, Calle Tupuraya #5376, Coña Coña, D4
-17.395393,-66.198753, Calle Melchor Pérez #5377, Hipódromo, D4
-17.397340,-66.171692, Calle Jordán #5378, La Chimba, D4
-17.391060,-66.201729, Calle Portales #5379, Coña Coña, D4
-17.393197,-66.200949, Av. Blanco Galindo #5380, Hipódromo, D4
-17.404923,-66.178799, Calle Tupuraya #5381, La Chimba, D4
-17.394071,-66.173785, Calle Melchor Pérez #5382, Coña Coña, D4
-17.396864,-66.202199, Calle Jordán #5383, Hipódromo, D4
-17.405664,-66.188138, Calle Portales #5384, La Chimba, D4
-17.408251,-66.182148, Av. Blanco Galindo #5385, Coña Coña, D4
-17.408165,-66.179925, Calle Tupuraya #5386, Hipódromo, D4
-17.397796,-66.175727, Calle Melchor Pérez #5387, La Chimba, D4
-17.402189,-66.198470, Calle Jordán #5388, Coña Coña, D4
-17.399637,-66.183163, Calle Portales #5389, Hipódromo, D4
-17.402533,-66.173077, Av. Blanco Galindo #5390, La Chimba, D4
-17.391430,-66.206772, Calle Tupuraya #5391, Coña Coña, D4
-17.399833,-66.199305, Calle Melchor Pérez #5392, Hipódromo, D4
-17.399324,-66.192296, Calle Jordán #5393, La Chimba, D4
-17.403082,-66.179691, Calle Portales #5394, Coña Coña, D4
-17.403840,-66.172302, Av. Blanco Galindo #5395, Hipódromo, D4
-17.396360,-66.198983, Calle Tupuraya #5396, La Chimba, D4
-17.399018,-66.194252, Calle Melchor Pérez #5397, Coña Coña, D4
-17.405804,-66.175427, Calle Jordán #5398, Hipódromo, D4
-17.390030,-66.200344, Calle Portales #5399, La Chimba, D4
-17.405561,-66.175911, Av. Blanco Galindo #5400, Coña Coña, D4
-17.402263,-66.172073, Calle Tupuraya #5401, Hipódromo, D4
-17.398111,-66.205251, Calle Melchor Pérez #5402, La Chimba, D4
-17.383831,-66.202651, Calle Jordán #5403, Coña Coña, D4
-17.398602,-66.195280, Calle Portales #5404, Hipódromo, D4
-17.406677,-66.184031, Av. Blanco Galindo #5405, La Chimba, D4
-17.390622,-66.204579, Calle Tupuraya #5406, Coña Coña, D4
-17.401454,-66.189341, Calle Melchor Pérez #5407, Hipódromo, D4
-17.390257,-66.205768, Calle Jordán #5408, La Chimba, D4
-17.396979,-66.198677, Calle Portales #5409, Coña Coña, D4
-17.396727,-66.182423, Av. Blanco Galindo #5410, Hipódromo, D4
-17.410341,-66.179832, Calle Tupuraya #5411, La Chimba, D4
-17.405473,-66.180643, Calle Melchor Pérez #5412, Coña Coña, D4
-17.397175,-66.209764, Calle Jordán #5413, Hipódromo, D4
-17.398527,-66.178327, Calle Portales #5414, La Chimba, D4
-17.405418,-66.175089, Av. Blanco Galindo #5415, Coña Coña, D4
-17.406468,-66.183078, Calle Tupuraya #5416, Hipódromo, D4
-17.396815,-66.182942, Calle Melchor Pérez #5417, La Chimba, D4
-17.395328,-66.203433, Calle Jordán #5418, Coña Coña, D4
-17.399373,-66.206419, Calle Portales #5419, Hipódromo, D4
-17.390295,-66.206926, Av. Blanco Galindo #5420, La Chimba, D4
-17.397275,-66.199352, Calle Tupuraya #5421, Coña Coña, D4
-17.399824,-66.174259, Calle Melchor Pérez #5422, Hipódromo, D4
-17.407544,-66.198440, Calle Jordán #5423, La Chimba, D4
-17.403323,-66.172661, Calle Portales #5424, Coña Coña, D4
-17.394720,-66.175881, Av. Blanco Galindo #5425, Hipódromo, D4
-17.405757,-66.172967, Calle Tupuraya #5426, La Chimba, D4
-17.399616,-66.214980, Calle Melchor Pérez #5427, Coña Coña, D4
-17.386893,-66.207629, Calle Jordán #5428, Hipódromo, D4
-17.395380,-66.204168, Calle Portales #5429, La Chimba, D4
-17.385640,-66.205335, Av. Blanco Galindo #5430, Coña Coña, D4
-17.383582,-66.205789, Calle Tupuraya #5431, Hipódromo, D4
-17.406213,-66.186000, Calle Melchor Pérez #5432, La Chimba, D4
-17.399025,-66.210573, Calle Jordán #5433, Coña Coña, D4
-17.407227,-66.182525, Calle Portales #5434, Hipódromo, D4
-17.406911,-66.178407, Av. Blanco Galindo #5435, La Chimba, D4
-17.402780,-66.173066, Calle Tupuraya #5436, Coña Coña, D4
-17.399791,-66.185148, Calle Melchor Pérez #5437, Hipódromo, D4
-17.384979,-66.207277, Calle Jordán #5438, La Chimba, D4
-17.404964,-66.198530, Calle Portales #5439, Coña Coña, D4
-17.399369,-66.177061, Av. Blanco Galindo #5440, Hipódromo, D4
-17.388809,-66.206860, Calle Tupuraya #5441, La Chimba, D4
-17.405726,-66.182554, Calle Melchor Pérez #5442, Coña Coña, D4
-17.404139,-66.197864, Calle Jordán #5443, Hipódromo, D4
-17.394809,-66.179821, Calle Portales #5444, La Chimba, D4
-17.398375,-66.177738, Av. Blanco Galindo #5445, Coña Coña, D4
-17.398897,-66.169431, Calle Tupuraya #5446, Hipódromo, D4
-17.394516,-66.207449, Calle Melchor Pérez #5447, La Chimba, D4
-17.386200,-66.200043, Calle Jordán #5448, Coña Coña, D4
-17.407114,-66.172840, Calle Portales #5449, Hipódromo, D4
-17.405978,-66.178246, Av. Blanco Galindo #5450, La Chimba, D4
-17.407862,-66.198376, Calle Tupuraya #5451, Coña Coña, D4
-17.394429,-66.204187, Calle Melchor Pérez #5452, Hipódromo, D4
-17.397540,-66.180418, Calle Jordán #5453, La Chimba, D4
-17.405636,-66.176012, Calle Portales #5454, Coña Coña, D4
-17.400902,-66.178099, Av. Blanco Galindo #5455, Hipódromo, D4
-17.395011,-66.204087, Calle Tupuraya #5456, La Chimba, D4
-17.397992,-66.204701, Calle Melchor Pérez #5457, Coña Coña, D4
-17.393620,-66.191326, Calle Jordán #5458, Hipódromo, D4
-17.396060,-66.185844, Calle Portales #5459, La Chimba, D4
-17.393504,-66.191009, Av. Blanco Galindo #5460, Coña Coña, D4
-17.397731,-66.171372, Calle Tupuraya #5461, Hipódromo, D4
-17.386342,-66.201321, Calle Melchor Pérez #5462, La Chimba, D4
-17.394999,-66.170217, Calle Jordán #5463, Coña Coña, D4
-17.407070,-66.185616, Calle Portales #5464, Hipódromo, D4
-17.397119,-66.175629, Av. Blanco Galindo #5465, La Chimba, D4
-17.387343,-66.207370, Calle Tupuraya #5466, Coña Coña, D4
-17.394194,-66.197393, Calle Melchor Pérez #5467, Hipódromo, D4
-17.395734,-66.174426, Calle Jordán #5468, La Chimba, D4
-17.392166,-66.204397, Calle Portales #5469, Coña Coña, D4
-17.398279,-66.181959, Av. Blanco Galindo #5470, Hipódromo, D4
-17.393738,-66.183204, Calle Tupuraya #5471, La Chimba, D4
-17.382291,-66.197597, Calle Melchor Pérez #5472, Coña Coña, D4
-17.407852,-66.181247, Calle Jordán #5473, Hipódromo, D4
-17.399374,-66.196199, Calle Portales #5474, La Chimba, D4
-17.390701,-66.205951, Av. Blanco Galindo #5475, Coña Coña, D4
-17.401308,-66.178228, Calle Tupuraya #5476, Hipódromo, D4
-17.406298,-66.197860, Calle Melchor Pérez #5477, La Chimba, D4
-17.397752,-66.187725, Calle Jordán #5478, Coña Coña, D4
-17.384353,-66.199435, Calle Portales #5479, Hipódromo, D4
-17.404889,-66.187616, Av. Blanco Galindo #5480, La Chimba, D4
-17.406194,-66.182142, Calle Tupuraya #5481, Coña Coña, D4
-17.396753,-66.192928, Calle Melchor Pérez #5482, Hipódromo, D4
-17.384219,-66.199323, Calle Jordán #5483, La Chimba, D4
-17.407375,-66.174735, Calle Portales #5484, Coña Coña, D4
-17.395901,-66.201413, Av. Blanco Galindo #5485, Hipódromo, D4
-17.402927,-66.188531, Calle Tupuraya #5486, La Chimba, D4
-17.398284,-66.191285, Calle Melchor Pérez #5487, Coña Coña, D4
-17.394092,-66.168494, Calle Jordán #5488, Hipódromo, D4
-17.399870,-66.203919, Calle Portales #5489, La Chimba, D4
-17.396513,-66.180864, Av. Blanco Galindo #5490, Coña Coña, D4
-17.395071,-66.172262, Calle Tupuraya #5491, Hipódromo, D4
-17.398834,-66.194972, Calle Melchor Pérez #5492, La Chimba, D4
-17.409010,-66.174518, Calle Jordán #5493, Coña Coña, D4
-17.390100,-66.204114, Calle Portales #5494, Hipódromo, D4
-17.402106,-66.183288, Av. Blanco Galindo #5495, La Chimba, D4
-17.405687,-66.187077, Calle Tupuraya #5496, Coña Coña, D4
-17.399396,-66.198101, Calle Melchor Pérez #5497, Hipódromo, D4
-17.394537,-66.175035, Calle Jordán #5498, La Chimba, D4
-17.402767,-66.178262, Calle Portales #5499, Coña Coña, D4
-17.396621,-66.210949, Av. Blanco Galindo #5500, Hipódromo, D4
-17.390646,-66.203734, Calle Tupuraya #5501, La Chimba, D4
-17.395618,-66.195788, Calle Melchor Pérez #5502, Coña Coña, D4
-17.397109,-66.189067, Calle Jordán #5503, Hipódromo, D4
-17.388765,-66.197223, Calle Portales #5504, La Chimba, D4
-17.397905,-66.192292, Av. Blanco Galindo #5505, Coña Coña, D4
-17.390168,-66.203942, Calle Tupuraya #5506, Hipódromo, D4
-17.392232,-66.197272, Calle Melchor Pérez #5507, La Chimba, D4
-17.404321,-66.184798, Calle Jordán #5508, Coña Coña, D4
-17.397163,-66.190728, Calle Portales #5509, Hipódromo, D4
-17.399597,-66.172504, Av. Blanco Galindo #5510, La Chimba, D4
-17.394782,-66.191990, Calle Tupuraya #5511, Coña Coña, D4
-17.406519,-66.173145, Calle Melchor Pérez #5512, Hipódromo, D4
-17.398968,-66.196577, Calle Jordán #5513, La Chimba, D4
-17.399747,-66.211052, Calle Portales #5514, Coña Coña, D4
-17.404083,-66.178584, Av. Blanco Galindo #5515, Hipódromo, D4
-17.403611,-66.189200, Calle Tupuraya #5516, La Chimba, D4
-17.393702,-66.182210, Calle Melchor Pérez #5517, Coña Coña, D4
-17.398617,-66.200555, Calle Jordán #5518, Hipódromo, D4
-17.396533,-66.180363, Calle Portales #5519, La Chimba, D4
-17.398914,-66.191137, Av. Blanco Galindo #5520, Coña Coña, D4
-17.397304,-66.174366, Calle Tupuraya #5521, Hipódromo, D4
-17.396996,-66.174946, Calle Melchor Pérez #5522, La Chimba, D4
-17.396070,-66.195245, Calle Jordán #5523, Coña Coña, D4
-17.383702,-66.199283, Calle Portales #5524, Hipódromo, D4
-17.404011,-66.188413, Av. Blanco Galindo #5525, La Chimba, D4
-17.399617,-66.187313, Calle Tupuraya #5526, Coña Coña, D4
-17.404273,-66.182981, Calle Melchor Pérez #5527, Hipódromo, D4
-17.394835,-66.187560, Calle Jordán #5528, La Chimba, D4
-17.391180,-66.198151, Calle Portales #5529, Coña Coña, D4
-17.396732,-66.201914, Av. Blanco Galindo #5530, Hipódromo, D4
-17.383621,-66.200296, Calle Tupuraya #5531, La Chimba, D4
-17.383713,-66.203141, Calle Melchor Pérez #5532, Coña Coña, D4
-17.405267,-66.174733, Calle Jordán #5533, Hipódromo, D4
-17.393638,-66.192166, Calle Portales #5534, La Chimba, D4
-17.387371,-66.202968, Av. Blanco Galindo #5535, Coña Coña, D4
-17.398507,-66.195429, Calle Tupuraya #5536, Hipódromo, D4
-17.400190,-66.194219, Calle Melchor Pérez #5537, La Chimba, D4
-17.393987,-66.197765, Calle Jordán #5538, Coña Coña, D4
-17.396229,-66.191786, Calle Portales #5539, Hipódromo, D4
-17.393705,-66.203313, Av. Blanco Galindo #5540, La Chimba, D4
-17.397026,-66.191923, Calle Tupuraya #5541, Coña Coña, D4
-17.397920,-66.201853, Calle Melchor Pérez #5542, Hipódromo, D4
-17.394722,-66.200010, Calle Jordán #5543, La Chimba, D4
-17.397533,-66.168769, Calle Portales #5544, Coña Coña, D4
-17.403064,-66.197871, Av. Blanco Galindo #5545, Hipódromo, D4
-17.385140,-66.205197, Calle Tupuraya #5546, La Chimba, D4
-17.384282,-66.204035, Calle Melchor Pérez #5547, Coña Coña, D4
-17.397550,-66.196782, Calle Jordán #5548, Hipódromo, D4
-17.389622,-66.205970, Calle Portales #5549, La Chimba, D4
-17.402325,-66.176216, Av. Blanco Galindo #5550, Coña Coña, D4
-17.386233,-66.199689, Calle Tupuraya #5551, Hipódromo, D4
-17.404630,-66.179054, Calle Melchor Pérez #5552, La Chimba, D4
-17.395888,-66.178026, Calle Jordán #5553, Coña Coña, D4
-17.395636,-66.200619, Calle Portales #5554, Hipódromo, D4
-17.399273,-66.213556, Av. Blanco Galindo #5555, La Chimba, D4
-17.397683,-66.189618, Calle Tupuraya #5556, Coña Coña, D4
-17.395579,-66.196979, Calle Melchor Pérez #5557, Hipódromo, D4
-17.402319,-66.172747, Calle Jordán #5558, La Chimba, D4
-17.391551,-66.207068, Calle Portales #5559, Coña Coña, D4
-17.385369,-66.202283, Av. Blanco Galindo #5560, Hipódromo, D4
-17.401437,-66.197352, Calle Tupuraya #5561, La Chimba, D4
-17.395411,-66.176418, Calle Melchor Pérez #5562, Coña Coña, D4
-17.406504,-66.175269, Calle Jordán #5563, Hipódromo, D4
-17.383214,-66.205323, Calle Portales #5564, La Chimba, D4
-17.394771,-66.185786, Av. Blanco Galindo #5565, Coña Coña, D4
-17.398187,-66.179454, Calle Tupuraya #5566, Hipódromo, D4
-17.401648,-66.178432, Calle Melchor Pérez #5567, La Chimba, D4
-17.395380,-66.191927, Calle Jordán #5568, Coña Coña, D4
-17.395041,-66.193688, Calle Portales #5569, Hipódromo, D4
-17.406266,-66.184146, Av. Blanco Galindo #5570, La Chimba, D4
-17.406594,-66.175404, Calle Tupuraya #5571, Coña Coña, D4
-17.408030,-66.180642, Calle Melchor Pérez #5572, Hipódromo, D4
-17.382808,-66.206017, Calle Jordán #5573, La Chimba, D4
-17.404172,-66.172425, Calle Portales #5574, Coña Coña, D4
-17.398140,-66.212947, Av. Blanco Galindo #5575, Hipódromo, D4
-17.398248,-66.214849, Calle Tupuraya #5576, La Chimba, D4
-17.404460,-66.177814, Calle Melchor Pérez #5577, Coña Coña, D4
-17.397663,-66.189596, Calle Jordán #5578, Hipódromo, D4
-17.406244,-66.187710, Calle Portales #5579, La Chimba, D4
-17.398680,-66.198278, Av. Blanco Galindo #5580, Coña Coña, D4
-17.400243,-66.195450, Calle Tupuraya #5581, Hipódromo, D4
-17.399352,-66.194850, Calle Melchor Pérez #5582, La Chimba, D4
-17.391325,-66.203606, Calle Jordán #5583, Coña Coña, D4
-17.395820,-66.184155, Calle Portales #5584, Hipódromo, D4
-17.390262,-66.205229, Av. Blanco Galindo #5585, La Chimba, D4
-17.400841,-66.176730, Calle Tupuraya #5586, Coña Coña, D4
-17.391291,-66.197487, Calle Melchor Pérez #5587, Hipódromo, D4
-17.387375,-66.204112, Calle Jordán #5588, La Chimba, D4
-17.397386,-66.169879, Calle Portales #5589, Coña Coña, D4
-17.398749,-66.196122, Av. Blanco Galindo #5590, Hipódromo, D4
-17.399157,-66.178127, Calle Tupuraya #5591, La Chimba, D4
-17.399025,-66.205412, Calle Melchor Pérez #5592, Coña Coña, D4
-17.397106,-66.197021, Calle Jordán #5593, Hipódromo, D4
-17.399827,-66.181501, Calle Portales #5594, La Chimba, D4
-17.393325,-66.202541, Av. Blanco Galindo #5595, Coña Coña, D4
-17.382730,-66.200823, Calle Tupuraya #5596, Hipódromo, D4
-17.394846,-66.200701, Calle Melchor Pérez #5597, La Chimba, D4
-17.397780,-66.178862, Calle Jordán #5598, Coña Coña, D4
-17.391974,-66.206279, Calle Portales #5599, Hipódromo, D4
-17.397881,-66.189334, Av. Blanco Galindo #5600, La Chimba, D4
-17.399606,-66.202974, Calle Tupuraya #5601, Coña Coña, D4
-17.398071,-66.199025, Calle Melchor Pérez #5602, Hipódromo, D4
-17.401388,-66.188357, Calle Jordán #5603, La Chimba, D4
-17.394524,-66.195243, Calle Portales #5604, Coña Coña, D4
-17.397171,-66.174769, Av. Blanco Galindo #5605, Hipódromo, D4
-17.408362,-66.179626, Calle Tupuraya #5606, La Chimba, D4
-17.403830,-66.173587, Calle Melchor Pérez #5607, Coña Coña, D4
-17.402611,-66.186516, Calle Jordán #5608, Hipódromo, D4
-17.390801,-66.202504, Calle Portales #5609, La Chimba, D4
-17.398361,-66.202535, Av. Blanco Galindo #5610, Coña Coña, D4
-17.403904,-66.173057, Calle Tupuraya #5611, Hipódromo, D4
-17.387812,-66.201958, Calle Melchor Pérez #5612, La Chimba, D4
-17.399339,-66.192096, Calle Jordán #5613, Coña Coña, D4
-17.400355,-66.186471, Calle Portales #5614, Hipódromo, D4
-17.406218,-66.180000, Av. Blanco Galindo #5615, La Chimba, D4
-17.393878,-66.183277, Calle Tupuraya #5616, Coña Coña, D4
-17.406604,-66.184339, Calle Melchor Pérez #5617, Hipódromo, D4
-17.397955,-66.181193, Calle Jordán #5618, La Chimba, D4
-17.409618,-66.180655, Calle Portales #5619, Coña Coña, D4
-17.400080,-66.185488, Av. Blanco Galindo #5620, Hipódromo, D4
-17.382661,-66.198623, Calle Tupuraya #5621, La Chimba, D4
-17.403873,-66.180600, Calle Melchor Pérez #5622, Coña Coña, D4
-17.400680,-66.178041, Calle Jordán #5623, Hipódromo, D4
-17.405954,-66.183644, Calle Portales #5624, La Chimba, D4
-17.402189,-66.187709, Av. Blanco Galindo #5625, Coña Coña, D4
-17.400222,-66.197090, Calle Tupuraya #5626, Hipódromo, D4
-17.406229,-66.183175, Calle Melchor Pérez #5627, La Chimba, D4
-17.405848,-66.182427, Calle Jordán #5628, Coña Coña, D4
-17.395363,-66.170133, Calle Portales #5629, Hipódromo, D4
-17.407589,-66.198317, Av. Blanco Galindo #5630, La Chimba, D4
-17.392872,-66.206022, Calle Tupuraya #5631, Coña Coña, D4
-17.396004,-66.183000, Calle Melchor Pérez #5632, Hipódromo, D4
-17.397869,-66.205379, Calle Jordán #5633, La Chimba, D4
-17.396245,-66.186080, Calle Portales #5634, Coña Coña, D4
-17.399875,-66.209000, Av. Blanco Galindo #5635, Hipódromo, D4
-17.406050,-66.188369, Calle Tupuraya #5636, La Chimba, D4
-17.396093,-66.175450, Calle Melchor Pérez #5637, Coña Coña, D4
-17.399394,-66.195592, Calle Jordán #5638, Hipódromo, D4
-17.393251,-66.200584, Calle Portales #5639, La Chimba, D4
-17.397684,-66.205927, Av. Blanco Galindo #5640, Coña Coña, D4
-17.395994,-66.202089, Calle Tupuraya #5641, Hipódromo, D4
-17.409642,-66.176598, Calle Melchor Pérez #5642, La Chimba, D4
-17.402731,-66.184144, Calle Jordán #5643, Coña Coña, D4
-17.390998,-66.202886, Calle Portales #5644, Hipódromo, D4
-17.398082,-66.186114, Av. Blanco Galindo #5645, La Chimba, D4
-17.396391,-66.200951, Calle Tupuraya #5646, Coña Coña, D4
-17.396524,-66.182245, Calle Melchor Pérez #5647, Hipódromo, D4
-17.407552,-66.185533, Calle Jordán #5648, La Chimba, D4
-17.397271,-66.185704, Calle Portales #5649, Coña Coña, D4
-17.399896,-66.188716, Av. Blanco Galindo #5650, Hipódromo, D4
-17.403348,-66.180335, Calle Tupuraya #5651, La Chimba, D4
-17.407115,-66.176730, Calle Melchor Pérez #5652, Coña Coña, D4
-17.394418,-66.172389, Calle Jordán #5653, Hipódromo, D4
-17.396583,-66.175761, Calle Portales #5654, La Chimba, D4
-17.397771,-66.172978, Av. Blanco Galindo #5655, Coña Coña, D4
-17.398083,-66.184192, Calle Tupuraya #5656, Hipódromo, D4
-17.400012,-66.196722, Calle Melchor Pérez #5657, La Chimba, D4
-17.399602,-66.204406, Calle Jordán #5658, Coña Coña, D4
-17.408482,-66.175732, Calle Portales #5659, Hipódromo, D4
-17.383172,-66.198667, Av. Blanco Galindo #5660, La Chimba, D4
-17.392237,-66.204816, Calle Tupuraya #5661, Coña Coña, D4
-17.388686,-66.207935, Calle Melchor Pérez #5662, Hipódromo, D4
-17.405855,-66.172537, Calle Jordán #5663, La Chimba, D4
-17.394210,-66.204747, Calle Portales #5664, Coña Coña, D4
-17.397144,-66.198761, Av. Blanco Galindo #5665, Hipódromo, D4
-17.403052,-66.180730, Calle Tupuraya #5666, La Chimba, D4
-17.404453,-66.181793, Calle Melchor Pérez #5667, Coña Coña, D4
-17.384973,-66.206448, Calle Jordán #5668, Hipódromo, D4
-17.394051,-66.176413, Calle Portales #5669, La Chimba, D4
-17.396458,-66.187084, Av. Blanco Galindo #5670, Coña Coña, D4
-17.403123,-66.173535, Calle Tupuraya #5671, Hipódromo, D4
-17.389338,-66.201449, Calle Melchor Pérez #5672, La Chimba, D4
-17.403251,-66.187945, Calle Jordán #5673, Coña Coña, D4
-17.382615,-66.206156, Calle Portales #5674, Hipódromo, D4
-17.396742,-66.201659, Av. Blanco Galindo #5675, La Chimba, D4
-17.395511,-66.174969, Calle Tupuraya #5676, Coña Coña, D4
-17.399337,-66.203727, Calle Melchor Pérez #5677, Hipódromo, D4
-17.404779,-66.178832, Calle Jordán #5678, La Chimba, D4
-17.405474,-66.176644, Calle Portales #5679, Coña Coña, D4
-17.396949,-66.202369, Av. Blanco Galindo #5680, Hipódromo, D4
-17.403765,-66.172157, Calle Tupuraya #5681, La Chimba, D4
-17.396914,-66.195026, Calle Melchor Pérez #5682, Coña Coña, D4
-17.391821,-66.201930, Calle Jordán #5683, Hipódromo, D4
-17.407556,-66.177159, Calle Portales #5684, La Chimba, D4
-17.407552,-66.182258, Av. Blanco Galindo #5685, Coña Coña, D4
-17.396859,-66.169977, Calle Tupuraya #5686, Hipódromo, D4
-17.404262,-66.181336, Calle Melchor Pérez #5687, La Chimba, D4
-17.396417,-66.176701, Calle Jordán #5688, Coña Coña, D4
-17.383937,-66.201065, Calle Portales #5689, Hipódromo, D4
-17.393414,-66.206804, Av. Blanco Galindo #5690, La Chimba, D4
-17.394797,-66.186095, Calle Tupuraya #5691, Coña Coña, D4
-17.382317,-66.203714, Calle Melchor Pérez #5692, Hipódromo, D4
