-17.433056,-66.138849, Calle Roma #100, Ticti Norte, D8
-17.472105,-66.095865, Calle Roma #4700, Valle Hermoso, D8
-17.478044,-66.102087, Calle Hamburgo #4701, Ushpa Ushpa, D8
-17.463644,-66.111283, Calle Ticti #4702, Ticti Norte, D8
-17.463810,-66.104082, Calle Sierra Nevada #4703, Valle Hermoso, D8
-17.456397,-66.102558, Calle Colorado #4704, Ushpa Ushpa, D8
-17.455811,-66.094786, Calle Roma #4705, Ticti Norte, D8
-17.452907,-66.100113, Calle Hamburgo #4706, Valle Hermoso, D8
-17.456340,-66.102464, Calle Ticti #4707, Ushpa Ushpa, D8
-17.430319,-66.134349, Calle Sierra Nevada #4708, Ticti Norte, D8
-17.475617,-66.099243, Calle Colorado #4709, Valle Hermoso, D8
-17.463570,-66.101044, Calle Roma #4710, Ushpa Ushpa, D8
-17.442189,-66.102805, Calle Hamburgo #4711, Ticti Norte, D8
-17.457223,-66.098782, Calle Ticti #4712, Valle Hermoso, D8
-17.458121,-66.107847, Calle Sierra Nevada #4713, Ushpa Ushpa, D8
-17.442148,-66.139532, Calle Colorado #4714, Ticti Norte, D8
-17.431142,-66.141783, Calle Roma #4715, Valle Hermoso, D8
-17.426409,-66.135250, Calle Hamburgo #4716, Ushpa Ushpa, D8
-17.440120,-66.137788, Calle Ticti #4717, Ticti Norte, D8
-17.472427,-66.095113, Calle Sierra Nevada #4718, Valle Hermoso, D8
-17.473583,-66.088696, Calle Colorado #4719, Ushpa Ushpa, D8
-17.443339,-66.101419, Calle Roma #4720, Ticti Norte, D8
-17.468823,-66.093163, Calle Hamburgo #4721, Valle Hermoso, D8
-17.460911,-66.110527, Calle Ticti #4722, Ushpa Ushpa, D8
-17.443725,-66.130528, Calle Sierra Nevada #4723, Ticti Norte, D8
-17.478393,-66.096758, Calle Colorado #4724, Valle Hermoso, D8
-17.442661,-66.138037, Calle Roma #4725, Ushpa Ushpa, D8
-17.449698,-66.127459, Calle Hamburgo #4726, Ticti Norte, D8
-17.471686,-66.096929, Calle Ticti #4727, Valle Hermoso, D8
-17.438294,-66.133617, Calle Sierra Nevada #4728, Ushpa Ushpa, D8
-17.477044,-66.104963, Calle Colorado #4729, Ticti Norte, D8
-17.464946,-66.112140, Calle Roma #4730, Valle Hermoso, D8
-17.453790,-66.096303, Calle Hamburgo #4731, Ushpa Ushpa, D8
-17.440766,-66.141152, Calle Ticti #4732, Ticti Norte, D8
-17.432075,-66.146710, Calle Sierra Nevada #4733, Valle Hermoso, D8
-17.468162,-66.088357, Calle Colorado #4734, Ushpa Ushpa, D8
-17.461105,-66.118365, Calle Roma #4735, Ticti Norte, D8
-17.475326,-66.094901, Calle Hamburgo #4736, Valle Hermoso, D8
-17.462343,-66.105767, Calle Ticti #4737, Ushpa Ushpa, D8
-17.460691,-66.100740, Calle Sierra Nevada #4738, Ticti Norte, D8
-17.450619,-66.098748, Calle Colorado #4739, Valle Hermoso, D8
-17.474987,-66.087098, Calle Roma #4740, Ushpa Ushpa, D8
-17.449648,-66.121780, Calle Hamburgo #4741, Ticti Norte, D8
-17.472822,-66.108923, Calle Ticti #4742, Valle Hermoso, D8
-17.475872,-66.105987, Calle Sierra Nevada #4743, Ushpa Ushpa, D8
-17.461785,-66.096004, Calle Colorado #4744, Ticti Norte, D8
-17.481110,-66.107755, Calle Roma #4745, Valle Hermoso, D8
-17.434894,-66.136441, Calle Hamburgo #4746, Ushpa Ushpa, D8
-17.447937,-66.101756, Calle Ticti #4747, Ticti Norte, D8
-17.426439,-66.137739, Calle Sierra Nevada #4748, Valle Hermoso, D8
-17.442183,-66.124927, Calle Colorado #4749, Ushpa Ushpa, D8
-17.480829,-66.097368, Calle Roma #4750, Ticti Norte, D8
-17.434082,-66.132936, Calle Hamburgo #4751, Valle Hermoso, D8
-17.433216,-66.135759, Calle Ticti #4752, Ushpa Ushpa, D8
-17.436438,-66.129010, Calle Sierra Nevada #4753, Ticti Norte, D8
-17.458767,-66.106582, Calle Colorado #4754, Valle Hermoso, D8
-17.481042,-66.103269, Calle Roma #4755, Ushpa Ushpa, D8
-17.463168,-66.093010, Calle Hamburgo #4756, Ticti Norte, D8
-17.467881,-66.101181, Calle Ticti #4757, Valle Hermoso, D8
-17.451959,-66.101580, Calle Sierra Nevada #4758, Ushpa Ushpa, D8
-17.457235,-66.099721, Calle Colorado #4759, Ticti Norte, D8
-17.426675,-66.141977, Calle Roma #4760, Valle Hermoso, D8
-17.439139,-66.130195, Calle Hamburgo #4761, Ushpa Ushpa, D8
-17.458504,-66.119024, Calle Ticti #4762, Ticti Norte, D8
-17.478375,-66.108828, Calle Sierra Nevada #4763, Valle Hermoso, D8
-17.427555,-66.136142, Calle Colorado #4764, Ushpa Ushpa, D8
-17.465589,-66.105920, Calle Roma #4765, Ticti Norte, D8
-17.465999,-66.107488, Calle Hamburgo #4766, Valle Hermoso, D8
-17.466978,-66.099771, Calle Ticti #4767, Ushpa Ushpa, D8
-17.471156,-66.110929, Calle Sierra Nevada #4768, Ticti Norte, D8
-17.461661,-66.098600, Calle Colorado #4769, Valle Hermoso, D8
-17.453515,-66.093223, Calle Roma #4770, Ushpa Ushpa, D8
-17.476842,-66.094742, Calle Hamburgo #4771, Ticti Norte, D8
-17.473590,-66.093878, Calle Ticti #4772, Valle Hermoso, D8
-17.458646,-66.090854, Calle Sierra Nevada #4773, Ushpa Ushpa, D8
-17.434495,-66.140694, Calle Colorado #4774, Ticti Norte, D8
-17.482650,-66.101182, Calle Roma #4775, Valle Hermoso, D8
-17.438930,-66.137313, Calle Hamburgo #4776, Ushpa Ushpa, D8
-17.431373,-66.138370, Calle Ticti #4777, Ticti Norte, D8
-17.482570,-66.100530, Calle Sierra Nevada #4778, Valle Hermoso, D8
-17.434532,-66.140047, Calle Colorado #4779, Ushpa Ushpa, D8
-17.442405,-66.128627, Calle Roma #4780, Ticti Norte, D8
-17.465369,-66.095852, Calle Hamburgo #4781, Valle Hermoso, D8
-17.464345,-66.116108, Calle Ticti #4782, Ushpa Ushpa, D8
-17.475015,-66.105178, Calle Sierra Nevada #4783, Ticti Norte, D8
-17.479308,-66.106764, Calle Colorado #4784, Valle Hermoso, D8
-17.440780,-66.100484, Calle Roma #4785, Ushpa Ushpa, D8
-17.477462,-66.097477, Calle Hamburgo #4786, Ticti Norte, D8
-17.444991,-66.098114, Calle Ticti #4787, Valle Hermoso, D8
-17.434289,-66.144207, Calle Sierra Nevada #4788, Ushpa Ushpa, D8
-17.477008,-66.089685, Calle Colorado #4789, Ticti Norte, D8
-17.435716,-66.146005, Calle Roma #4790, Valle Hermoso, D8
-17.476862,-66.099162, Calle Hamburgo #4791, Ushpa Ushpa, D8
-17.450728,-66.104129, Calle Ticti #4792, Ticti Norte, D8
-17.430272,-66.140399, Calle Sierra Nevada #4793, Valle Hermoso, D8
-17.461566,-66.120840, Calle Colorado #4794, Ushpa Ushpa, D8
-17.464040,-66.108755, Calle Roma #4795, Ticti Norte, D8
-17.428090,-66.140154, Calle Hamburgo #4796, Valle Hermoso, D8
-17.451975,-66.125344, Calle Ticti #4797, Ushpa Ushpa, D8
-17.451463,-66.097648, Calle Sierra Nevada #4798, Ticti Norte, D8
-17.430636,-66.135621, Calle Colorado #4799, Valle Hermoso, D8
-17.438445,-66.138516, Calle Roma #4800, Ushpa Ushpa, D8
-17.464187,-66.105889, Calle Hamburgo #4801, Ticti Norte, D8
-17.462249,-66.095036, Calle Ticti #4802, Valle Hermoso, D8
-17.438896,-66.132274, Calle Sierra Nevada #4803, Ushpa Ushpa, D8
-17.464454,-66.104350, Calle Colorado #4804, Ticti Norte, D8
-17.476186,-66.109747, Calle Roma #4805, Valle Hermoso, D8
-17.448131,-66.131407, Calle Hamburgo #4806, Ushpa Ushpa, D8
-17.479905,-66.103999, Calle Ticti #4807, Ticti Norte, D8
-17.430059,-66.133197, Calle Sierra Nevada #4808, Valle Hermoso, D8
-17.462113,-66.088217, Calle Colorado #4809, Ushpa Ushpa, D8
-17.454207,-66.099772, Calle Roma #4810, Ticti Norte, D8
-17.469563,-66.103215, Calle Hamburgo #4811, Valle Hermoso, D8
-17.457872,-66.097126, Calle Ticti #4812, Ushpa Ushpa, D8
-17.468324,-66.088038, Calle Sierra Nevada #4813, Ticti Norte, D8
-17.465821,-66.086862, Calle Colorado #4814, Valle Hermoso, D8
-17.458623,-66.092370, Calle Roma #4815, Ushpa Ushpa, D8
-17.455632,-66.091154, Calle Hamburgo #4816, Ticti Norte, D8
-17.459709,-66.108027, Calle Ticti #4817, Valle Hermoso, D8
-17.461626,-66.114017, Calle Sierra Nevada #4818, Ushpa Ushpa, D8
-17.452015,-66.095075, Calle Colorado #4819, Ticti Norte, D8
-17.470652,-66.087743, Calle Roma #4820, Valle Hermoso, D8
-17.471861,-66.103015, Calle Hamburgo #4821, Ushpa Ushpa, D8
-17.477973,-66.090506, Calle Ticti #4822, Ticti Norte, D8
-17.459245,-66.106629, Calle Sierra Nevada #4823, Valle Hermoso, D8
-17.432435,-66.135946, Calle Colorado #4824, Ushpa Ushpa, D8
-17.432480,-66.132205, Calle Roma #4825, Ticti Norte, D8
-17.455724,-66.103558, Calle Hamburgo #4826, Valle Hermoso, D8
-17.426695,-66.135500, Calle Ticti #4827, Ushpa Ushpa, D8
-17.460271,-66.110469, Calle Sierra Nevada #4828, Ticti Norte, D8
-17.464521,-66.088873, Calle Colorado #4829, Valle Hermoso, D8
-17.471806,-66.094633, Calle Roma #4830, Ushpa Ushpa, D8
-17.446161,-66.131852, Calle Hamburgo #4831, Ticti Norte, D8
-17.464511,-66.116027, Calle Ticti #4832, Valle Hermoso, D8
-17.465514,-66.109788, Calle Sierra Nevada #4833, Ushpa Ushpa, D8
-17.458681,-66.098163, Calle Colorado #4834, Ticti Norte, D8
-17.444711,-66.132004, Calle Roma #4835, Valle Hermoso, D8
-17.458603,-66.121642, Calle Hamburgo #4836, Ushpa Ushpa, D8
-17.481154,-66.096143, Calle Ticti #4837, Ticti Norte, D8
-17.462538,-66.097099, Calle Sierra Nevada #4838, Valle Hermoso, D8
-17.428768,-66.141127, Calle Colorado #4839, Ushpa Ushpa, D8
-17.447096,-66.097095, Calle Roma #4840, Ticti Norte, D8
-17.471832,-66.099596, Calle Hamburgo #4841, Valle Hermoso, D8
-17.453691,-66.121832, Calle Ticti #4842, Ushpa Ushpa, D8
-17.445543,-66.124719, Calle Sierra Nevada #4843, Ticti Norte, D8
-17.472095,-66.094454, Calle Colorado #4844, Valle Hermoso, D8
-17.453395,-66.104291, Calle Roma #4845, Ushpa Ushpa, D8
-17.462292,-66.089313, Calle Hamburgo #4846, Ticti Norte, D8
-17.427362,-66.135380, Calle Ticti #4847, Valle Hermoso, D8
-17.436465,-66.133517, Calle Sierra Nevada #4848, Ushpa Ushpa, D8
-17.438421,-66.139358, Calle Colorado #4849, Ticti Norte, D8
-17.431503,-66.146266, Calle Roma #4850, Valle Hermoso, D8
-17.462403,-66.119799, Calle Hamburgo #4851, Ushpa Ushpa, D8
-17.448449,-66.123673, Calle Ticti #4852, Ticti Norte, D8
-17.475107,-66.092648, Calle Sierra Nevada #4853, Valle Hermoso, D8
-17.473990,-66.088859, Calle Colorado #4854, Ushpa Ushpa, D8
-17.445137,-66.097492, Calle Roma #4855, Ticti Norte, D8
-17.445454,-66.128293, Calle Hamburgo #4856, Valle Hermoso, D8
-17.481864,-66.103433, Calle Ticti #4857, Ushpa Ushpa, D8
-17.457270,-66.122469, Calle Sierra Nevada #4858, Ticti Norte, D8
-17.480632,-66.096145, Calle Colorado #4859, Valle Hermoso, D8
-17.477009,-66.102857, Calle Roma #4860, Ushpa Ushpa, D8
-17.464944,-66.089013, Calle Hamburgo #4861, Ticti Norte, D8
-17.439725,-66.100127, Calle Ticti #4862, Valle Hermoso, D8
-17.447600,-66.123267, Calle Sierra Nevada #4863, Ushpa Ushpa, D8
-17.467258,-66.094184, Calle Colorado #4864, Ticti Norte, D8
-17.435257,-66.139457, Calle Roma #4865, Valle Hermoso, D8
-17.462276,-66.100520, Calle Hamburgo #4866, Ushpa Ushpa, D8
-17.467188,-66.113404, Calle Ticti #4867, Ticti Norte, D8
-17.433533,-66.142427, Calle Sierra Nevada #4868, Valle Hermoso, D8
-17.431221,-66.143929, Calle Colorado #4869, Ushpa Ushpa, D8
-17.464830,-66.112580, Calle Roma #4870, Ticti Norte, D8
-17.457079,-66.095276, Calle Hamburgo #4871, Valle Hermoso, D8
-17.477562,-66.109509, Calle Ticti #4872, Ushpa Ushpa, D8
-17.439416,-66.128255, Calle Sierra Nevada #4873, Ticti Norte, D8
-17.452735,-66.123541, Calle Colorado #4874, Valle Hermoso, D8
-17.441536,-66.140491, Calle Roma #4875, Ushpa Ushpa, D8
-17.470092,-66.088135, Calle Hamburgo #4876, Ticti Norte, D8
-17.477893,-66.092358, Calle Ticti #4877, Valle Hermoso, D8
-17.468424,-66.092930, Calle Sierra Nevada #4878, Ushpa Ushpa, D8
-17.429202,-66.143441, Calle Colorado #4879, Ticti Norte, D8
-17.453747,-66.119970, Calle Roma #4880, Valle Hermoso, D8
-17.472399,-66.090967, Calle Hamburgo #4881, Ushpa Ushpa, D8
-17.466143,-66.098696, Calle Ticti #4882, Ticti Norte, D8
-17.437378,-66.136275, Calle Sierra Nevada #4883, Valle Hermoso, D8
-17.474726,-66.101094, Calle Colorado #4884, Ushpa Ushpa, D8
-17.436237,-66.138970, Calle Roma #4885, Ticti Norte, D8
-17.460612,-66.120324, Calle Hamburgo #4886, Valle Hermoso, D8
-17.469396,-66.088695, Calle Ticti #4887, Ushpa Ushpa, D8
-17.475061,-66.098537, Calle Sierra Nevada #4888, Ticti Norte, D8
-17.458530,-66.098557, Calle Colorado #4889, Valle Hermoso, D8
-17.456477,-66.097444, Calle Roma #4890, Ushpa Ushpa, D8
-17.450694,-66.100239, Calle Hamburgo #4891, Ticti Norte, D8
-17.472400,-66.095233, Calle Ticti #4892, Valle Hermoso, D8
-17.448259,-66.125234, Calle Sierra Nevada #4893, Ushpa Ushpa, D8
-17.432727,-66.142876, Calle Colorado #4894, Ticti Norte, D8
-17.474627,-66.095403, Calle Roma #4895, Valle Hermoso, D8
-17.444836,-66.132696, Calle Hamburgo #4896, Ushpa Ushpa, D8
-17.441107,-66.124262, Calle Ticti #4897, Ticti Norte, D8
-17.449349,-66.129120, Calle Sierra Nevada #4898, Valle Hermoso, D8
-17.447209,-66.124524, Calle Colorado #4899, Ushpa Ushpa, D8
-17.459568,-66.095556, Calle Roma #4900, Ticti Norte, D8
-17.474525,-66.091028, Calle Hamburgo #4901, Valle Hermoso, D8
-17.471120,-66.109762, Calle Ticti #4902, Ushpa Ushpa, D8
-17.462171,-66.105263, Calle Sierra Nevada #4903, Ticti Norte, D8
-17.453386,-66.126301, Calle Colorado #4904, Valle Hermoso, D8
-17.465899,-66.111475, Calle Roma #4905, Ushpa Ushpa, D8
-17.481595,-66.101394, Calle Hamburgo #4906, Ticti Norte, D8
-17.474741,-66.109125, Calle Ticti #4907, Valle Hermoso, D8
-17.432200,-66.135424, Calle Sierra Nevada #4908, Ushpa Ushpa, D8
-17.430227,-66.140467, Calle Colorado #4909, Ticti Norte, D8
-17.455168,-66.105783, Calle Roma #4910, Valle Hermoso, D8
-17.451868,-66.119212, Calle Hamburgo #4911, Ushpa Ushpa, D8
-17.434563,-66.143141, Calle Ticti #4912, Ticti Norte, D8
-17.475086,-66.088878, Calle Sierra Nevada #4913, Valle Hermoso, D8
-17.448206,-66.126683, Calle Colorado #4914, Ushpa Ushpa, D8
-17.440300,-66.136323, Calle Roma #4915, Ticti Norte, D8
-17.466898,-66.089748, Calle Hamburgo #4916, Valle Hermoso, D8
-17.436426,-66.136898, Calle Ticti #4917, Ushpa Ushpa, D8
-17.460691,-66.105304, Calle Sierra Nevada #4918, Ticti Norte, D8
-17.467274,-66.112093, Calle Colorado #4919, Valle Hermoso, D8
-17.433666,-66.139900, Calle Roma #4920, Ushpa Ushpa, D8
-17.449191,-66.121930, Calle Hamburgo #4921, Ticti Norte, D8
-17.477320,-66.091418, Calle Ticti #4922, Valle Hermoso, D8
-17.466366,-66.114161, Calle Sierra Nevada #4923, Ushpa Ushpa, D8
-17.457629,-66.119938, Calle Colorado #4924, Ticti Norte, D8
-17.467328,-66.100707, Calle Roma #4925, Valle Hermoso, D8
-17.459043,-66.088893, Calle Hamburgo #4926, Ushpa Ushpa, D8
-17.469820,-66.096932, Calle Ticti #4927, Ticti Norte, D8
-17.479038,-66.102181, Calle Sierra Nevada #4928, Valle Hermoso, D8
-17.466636,-66.091919, Calle Colorado #4929, Ushpa Ushpa, D8
-17.458830,-66.091207, Calle Roma #4930, Ticti Norte, D8
-17.440307,-66.136071, Calle Hamburgo #4931, Valle Hermoso, D8
-17.463831,-66.116280, Calle Ticti #4932, Ushpa Ushpa, D8
-17.455194,-66.094332, Calle Sierra Nevada #4933, Ticti Norte, D8
-17.458274,-66.106031, Calle Colorado #4934, Valle Hermoso, D8
-17.430139,-66.139360, Calle Roma #4935, Ushpa Ushpa, D8
-17.441892,-66.137872, Calle Hamburgo #4936, Ticti Norte, D8
-17.443627,-66.124675, Calle Ticti #4937, Valle Hermoso, D8
-17.478777,-66.095018, Calle Sierra Nevada #4938, Ushpa Ushpa, D8
-17.458714,-66.109502, Calle Colorado #4939, Ticti Norte, D8
-17.426180,-66.141238, Calle Roma #4940, Valle Hermoso, D8
-17.464361,-66.116910, Calle Hamburgo #4941, Ushpa Ushpa, D8
-17.443819,-66.123929, Calle Ticti #4942, Ticti Norte, D8
-17.446697,-66.125465, Calle Sierra Nevada #4943, Valle Hermoso, D8
-17.457662,-66.104585, Calle Colorado #4944, Ushpa Ushpa, D8
-17.437702,-66.131031, Calle Roma #4945, Ticti Norte, D8
-17.439624,-66.140305, Calle Hamburgo #4946, Valle Hermoso, D8
-17.467567,-66.089413, Calle Ticti #4947, Ushpa Ushpa, D8
-17.459430,-66.089519, Calle Sierra Nevada #4948, Ticti Norte, D8
-17.458396,-66.121039, Calle Colorado #4949, Valle Hermoso, D8
-17.475462,-66.087691, Calle Roma #4950, Ushpa Ushpa, D8
-17.453659,-66.093068, Calle Hamburgo #4951, Ticti Norte, D8
-17.455642,-66.097154, Calle Ticti #4952, Valle Hermoso, D8
-17.447206,-66.101415, Calle Sierra Nevada #4953, Ushpa Ushpa, D8
-17.446884,-66.100868, Calle Colorado #4954, Ticti Norte, D8
-17.426166,-66.137781, Calle Roma #4955, Valle Hermoso, D8
-17.438940,-66.142217, Calle Hamburgo #4956, Ushpa Ushpa, D8
-17.451615,-66.124849, Calle Ticti #4957, Ticti Norte, D8
-17.464827,-66.107559, Calle Sierra Nevada #4958, Valle Hermoso, D8
-17.462950,-66.108973, Calle Colorado #4959, Ushpa Ushpa, D8
-17.464261,-66.097429, Calle Roma #4960, Ticti Norte, D8
-17.445393,-66.121660, Calle Hamburgo #4961, Valle Hermoso, D8
-17.457915,-66.095085, Calle Ticti #4962, Ushpa Ushpa, D8
-17.472216,-66.101577, Calle Sierra Nevada #4963, Ticti Norte, D8
-17.458298,-66.093129, Calle Colorado #4964, Valle Hermoso, D8
-17.471948,-66.087113, Calle Roma #4965, Ushpa Ushpa, D8
-17.452057,-66.103224, Calle Hamburgo #4966, Ticti Norte, D8
-17.445196,-66.122293, Calle Ticti #4967, Valle Hermoso, D8
-17.479214,-66.097779, Calle Sierra Nevada #4968, Ushpa Ushpa, D8
-17.468532,-66.101867, Calle Colorado #4969, Ticti Norte, D8
-17.443355,-66.122153, Calle Roma #4970, Valle Hermoso, D8
-17.444137,-66.099160, Calle Hamburgo #4971, Ushpa Ushpa, D8
-17.438646,-66.132409, Calle Ticti #4972, Ticti Norte, D8
-17.439647,-66.100155, Calle Sierra Nevada #4973, Valle Hermoso, D8
-17.431383,-66.146880, Calle Colorado #4974, Ushpa Ushpa, D8
-17.461136,-66.096433, Calle Roma #4975, Ticti Norte, D8
-17.429560,-66.136607, Calle Hamburgo #4976, Valle Hermoso, D8
-17.467709,-66.107763, Calle Ticti #4977, Ushpa Ushpa, D8
-17.478857,-66.098373, Calle Sierra Nevada #4978, Ticti Norte, D8
-17.453945,-66.101692, Calle Colorado #4979, Valle Hermoso, D8
-17.469428,-66.101367, Calle Roma #4980, Ushpa Ushpa, D8
-17.479520,-66.101251, Calle Hamburgo #4981, Ticti Norte, D8
-17.478437,-66.106244, Calle Ticti #4982, Valle Hermoso, D8
-17.428063,-66.143147, Calle Sierra Nevada #4983, Ushpa Ushpa, D8
-17.433343,-66.138001, Calle Colorado #4984, Ticti Norte, D8
-17.471475,-66.107418, Calle Roma #4985, Valle Hermoso, D8
-17.462321,-66.087648, Calle Hamburgo #4986, Ushpa Ushpa, D8
-17.475890,-66.109677, Calle Ticti #4987, Ticti Norte, D8
-17.458168,-66.090057, Calle Sierra Nevada #4988, Valle Hermoso, D8
-17.463151,-66.119198, Calle Colorado #4989, Ushpa Ushpa, D8
-17.473861,-66.094080, Calle Roma #4990, Ticti Norte, D8
-17.469198,-66.098079, Calle Hamburgo #4991, Valle Hermoso, D8
-17.455294,-66.121401, Calle Ticti #4992, Ushpa Ushpa, D8
-17.471352,-66.107597, Calle Sierra Nevada #4993, Ticti Norte, D8
-17.481821,-66.101009, Calle Colorado #4994, Valle Hermoso, D8
-17.467821,-66.100886, Calle Roma #4995, Ushpa Ushpa, D8
-17.471985,-66.100548, Calle Hamburgo #4996, Ticti Norte, D8
-17.472795,-66.101750, Calle Ticti #4997, Valle Hermoso, D8
-17.440761,-66.131856, Calle Sierra Nevada #4998, Ushpa Ushpa, D8
-17.465529,-66.093302, Calle Colorado #4999, Ticti Norte, D8
-17.453548,-66.120319, Calle Roma #5000, Valle Hermoso, D8
-17.436720,-66.132544, Calle Hamburgo #5001, Ushpa Ushpa, D8
-17.435812,-66.136643, Calle Ticti #5002, Ticti Norte, D8
-17.454137,-66.121817, Calle Sierra Nevada #5003, Valle Hermoso, D8
-17.471293,-66.087979, Calle Colorado #5004, Ushpa Ushpa, D8
-17.473853,-66.102848, Calle Roma #5005, Ticti Norte, D8
-17.439442,-66.129452, Calle Hamburgo #5006, Valle Hermoso, D8
-17.459867,-66.095645, Calle Ticti #5007, Ushpa Ushpa, D8
-17.463862,-66.106553, Calle Sierra Nevada #5008, Ticti Norte, D8
-17.456317,-66.121090, Calle Colorado #5009, Valle Hermoso, D8
-17.458706,-66.102540, Calle Roma #5010, Ushpa Ushpa, D8
-17.436697,-66.102113, Calle Hamburgo #5011, Ticti Norte, D8
-17.448513,-66.125213, Calle Ticti #5012, Valle Hermoso, D8
-17.437160,-66.135243, Calle Sierra Nevada #5013, Ushpa Ushpa, D8
-17.429730,-66.133401, Calle Colorado #5014, Ticti Norte, D8
-17.440456,-66.140983, Calle Roma #5015, Valle Hermoso, D8
-17.466846,-66.109387, Calle Hamburgo #5016, Ushpa Ushpa, D8
-17.481001,-66.096451, Calle Ticti #5017, Ticti Norte, D8
-17.434377,-66.131849, Calle Sierra Nevada #5018, Valle Hermoso, D8
-17.442951,-66.121855, Calle Colorado #5019, Ushpa Ushpa, D8
-17.439386,-66.101360, Calle Roma #5020, Ticti Norte, D8
-17.444030,-66.102804, Calle Hamburgo #5021, Valle Hermoso, D8
-17.471881,-66.105695, Calle Ticti #5022, Ushpa Ushpa, D8
-17.463393,-66.085726, Calle Sierra Nevada #5023, Ticti Norte, D8
-17.438776,-66.128844, Calle Colorado #5024, Valle Hermoso, D8
-17.472354,-66.089401, Calle Roma #5025, Ushpa Ushpa, D8
-17.460657,-66.102434, Calle Hamburgo #5026, Ticti Norte, D8
-17.465864,-66.108356, Calle Ticti #5027, Valle Hermoso, D8
-17.452870,-66.099458, Calle Sierra Nevada #5028, Ushpa Ushpa, D8
-17.471002,-66.095418, Calle Colorado #5029, Ticti Norte, D8
-17.460662,-66.110322, Calle Roma #5030, Valle Hermoso, D8
-17.480447,-66.101897, Calle Hamburgo #5031, Ushpa Ushpa, D8
-17.455229,-66.106697, Calle Ticti #5032, Ticti Norte, D8
-17.455017,-66.103827, Calle Sierra Nevada #5033, Valle Hermoso, D8
-17.459854,-66.107028, Calle Colorado #5034, Ushpa Ushpa, D8
-17.470247,-66.093814, Calle Roma #5035, Ticti Norte, D8
-17.445513,-66.133277, Calle Hamburgo #5036, Valle Hermoso, D8
-17.431217,-66.142134, Calle Ticti #5037, Ushpa Ushpa, D8
-17.446301,-66.123406, Calle Sierra Nevada #5038, Ticti Norte, D8
-17.441315,-66.127074, Calle Colorado #5039, Valle Hermoso, D8
-17.464496,-66.088081, Calle Roma #5040, Ushpa Ushpa, D8
-17.467363,-66.087498, Calle Hamburgo #5041, Ticti Norte, D8
-17.482588,-66.096384, Calle Ticti #5042, Valle Hermoso, D8
-17.435644,-66.134950, Calle Sierra Nevada #5043, Ushpa Ushpa, D8
-17.445822,-66.128976, Calle Colorado #5044, Ticti Norte, D8
-17.432589,-66.142582, Calle Roma #5045, Valle Hermoso, D8
-17.481575,-66.094664, Calle Hamburgo #5046, Ushpa Ushpa, D8
-17.434722,-66.133584, Calle Ticti #5047, Ticti Norte, D8
-17.474679,-66.093318, Calle Sierra Nevada #5048, Valle Hermoso, D8
-17.477234,-66.098914, Calle Colorado #5049, Ushpa Ushpa, D8
-17.439738,-66.138916, Calle Roma #5050, Ticti Norte, D8
