-17.424504,-66.148321, Calle Kantuta #100, Alalay Sud, D6
-17.423033,-66.136290, Calle Kantuta #3225, Villa Hermosa, D6
-17.421010,-66.135121, Calle Siringuero #3226, Alalay Sud, D6
-17.407319,-66.152872, Calle Tupac Katari #3227, Kantuta, D6
-17.418550,-66.143075, Av. Melchor Urquidi #3228, Villa Hermosa, D6
-17.420821,-66.149104, Calle Dalence #3229, Alalay Sud, D6
-17.403615,-66.127566, Calle Kantuta #3230, Kantuta, D6
-17.406225,-66.126588, Calle Siringuero #3231, Villa Hermosa, D6
-17.420143,-66.140952, Calle Tupac Katari #3232, Alalay Sud, D6
-17.408690,-66.146760, Av. Melchor Urquidi #3233, Kantuta, D6
-17.401538,-66.150846, Calle Dalence #3234, Villa Hermosa, D6
-17.404694,-66.141912, Calle Kantuta #3235, Alalay Sud, D6
-17.418720,-66.154393, Calle Siringuero #3236, Kantuta, D6
-17.409453,-66.149686, Calle Tupac Katari #3237, Villa Hermosa, D6
-17.407756,-66.147424, Av. Melchor Urquidi #3238, Alalay Sud, D6
-17.403722,-66.130230, Calle Dalence #3239, Kantuta, D6
-17.423695,-66.148454, Calle Kantuta #3240, Villa Hermosa, D6
-17.406007,-66.148398, Calle Siringuero #3241, Alalay Sud, D6
-17.416735,-66.136616, Calle Tupac Katari #3242, Kantuta, D6
-17.406965,-66.130437, Av. Melchor Urquidi #3243, Villa Hermosa, D6
-17.418376,-66.144304, Calle Dalence #3244, Alalay Sud, D6
-17.420592,-66.141872, Calle Kantuta #3245, Kantuta, D6
-17.404447,-66.132525, Calle Siringuero #3246, Villa Hermosa, D6
-17.415702,-66.136791, Calle Tupac Katari #3247, Alalay Sud, D6
-17.418928,-66.137978, Av. Melchor Urquidi #3248, Kantuta, D6
-17.411959,-66.129591, Calle Dalence #3249, Villa Hermosa, D6
-17.402597,-66.132841, Calle Kantuta #3250, Alalay Sud, D6
-17.414813,-66.145762, Calle Siringuero #3251, Kantuta, D6
-17.403717,-66.129217, Calle Tupac Katari #3252, Villa Hermosa, D6
-17.422923,-66.149629, Av. Melchor Urquidi #3253, Alalay Sud, D6
-17.416465,-66.137733, Calle Dalence #3254, Kantuta, D6
-17.421659,-66.135953, Calle Kantuta #3255, Villa Hermosa, D6
-17.404197,-66.134335, Calle Siringuero #3256, Alalay Sud, D6
-17.404523,-66.142324, Calle Tupac Katari #3257, Kantuta, D6
-17.412291,-66.139139, Av. Melchor Urquidi #3258, Villa Hermosa, D6
-17.401382,-66.126054, Calle Dalence #3259, Alalay Sud, D6
-17.416193,-66.149886, Calle Kantuta #3260, Kantuta, D6
-17.404491,-66.128313, Calle Siringuero #3261, Villa Hermosa, D6
-17.409115,-66.139512, Calle Tupac Katari #3262, Alalay Sud, D6
-17.422792,-66.148799, Av. Melchor Urquidi #3263, Kantuta, D6
-17.420999,-66.135382, Calle Dalence #3264, Villa Hermosa, D6
-17.427989,-66.150629, Calle Kantuta #3265, Alalay Sud, D6
-17.400456,-66.140115, Calle Siringuero #3266, Kantuta, D6
-17.403394,-66.123638, Calle Tupac Katari #3267, Villa Hermosa, D6
-17.415030,-66.136559, Av. Melchor Urquidi #3268, Alalay Sud, D6
-17.403218,-66.135715, Calle Dalence #3269, Kantuta, D6
-17.419928,-66.148407, Calle Kantuta #3270, Villa Hermosa, D6
-17.409891,-66.144591, Calle Siringuero #3271, Alalay Sud, D6
-17.400599,-66.144820, Calle Tupac Katari #3272, Kantuta, D6
-17.407644,-66.131793, Av. Melchor Urquidi #3273, Villa Hermosa, D6
-17.402431,-66.127267, Calle Dalence #3274, Alalay Sud, D6
-17.405933,-66.127205, Calle Kantuta #3275, Kantuta, D6
-17.414761,-66.132675, Calle Siringuero #3276, Villa Hermosa, D6
-17.417552,-66.145635, Calle Tupac Katari #3277, Alalay Sud, D6
-17.414651,-66.135713, Av. Melchor Urquidi #3278, Kantuta, D6
-17.403140,-66.148196, Calle Dalence #3279, Villa Hermosa, D6
-17.414781,-66.144185, Calle Kantuta #3280, Alalay Sud, D6
-17.401365,-66.126153, Calle Siringuero #3281, Kantuta, D6
-17.402891,-66.126910, Calle Tupac Katari #3282, Villa Hermosa, D6
-17.409722,-66.140301, Av. Melchor Urquidi #3283, Alalay Sud, D6
-17.403588,-66.143952, Calle Dalence #3284, Kantuta, D6
-17.411037,-66.130497, Calle Kantuta #3285, Villa Hermosa, D6
-17.401608,-66.129000, Calle Siringuero #3286, Alalay Sud, D6
-17.404789,-66.136170, Calle Tupac Katari #3287, Kantuta, D6
-17.414006,-66.129495, Av. Melchor Urquidi #3288, Villa Hermosa, D6
-17.413377,-66.141700, Calle Dalence #3289, Alalay Sud, D6
-17.417187,-66.142076, Calle Kantuta #3290, Kantuta, D6
-17.415415,-66.134469, Calle Siringuero #3291, Villa Hermosa, D6
-17.423261,-66.153406, Calle Tupac Katari #3292, Alalay Sud, D6
-17.414349,-66.136988, Av. Melchor Urquidi #3293, Kantuta, D6
-17.419964,-66.145788, Calle Dalence #3294, Villa Hermosa, D6
-17.400677,-66.146930, Calle Kantuta #3295, Alalay Sud, D6
-17.411926,-66.134688, Calle Siringuero #3296, Kantuta, D6
-17.421043,-66.154272, Calle Tupac Katari #3297, Villa Hermosa, D6
-17.406628,-66.143757, Av. Melchor Urquidi #3298, Alalay Sud, D6
-17.415951,-66.127784, Calle Dalence #3299, Kantuta, D6
-17.414195,-66.149209, Calle Kantuta #3300, Villa Hermosa, D6
-17.417176,-66.137948, Calle Siringuero #3301, Alalay Sud, D6
-17.425410,-66.143772, Calle Tupac Katari #3302, Kantuta, D6
-17.428758,-66.150256, Av. Melchor Urquidi #3303, Villa Hermosa, D6
-17.413690,-66.138663, Calle Dalence #3304, Alalay Sud, D6
-17.410127,-66.135085, Calle Kantuta #3305, Kantuta, D6
-17.399237,-66.137480, Calle Siringuero #3306, Villa Hermosa, D6
-17.416977,-66.151214, Calle Tupac Katari #3307, Alalay Sud, D6
-17.423187,-66.143262, Av. Melchor Urquidi #3308, Kantuta, D6
-17.400052,-66.128411, Calle Dalence #3309, Villa Hermosa, D6
-17.408928,-66.140606, Calle Kantuta #3310, Alalay Sud, D6
-17.426957,-66.151500, Calle Siringuero #3311, Kantuta, D6
-17.400139,-66.126639, Calle Tupac Katari #3312, Villa Hermosa, D6
-17.399796,-66.133982, Av. Melchor Urquidi #3313, Alalay Sud, D6
-17.401686,-66.147981, Calle Dalence #3314, Kantuta, D6
-17.406978,-66.134085, Calle Kantuta #3315, Villa Hermosa, D6
-17.411448,-66.128761, Calle Siringuero #3316, Alalay Sud, D6
-17.421865,-66.135617, Calle Tupac Katari #3317, Kantuta, D6
-17.407333,-66.133374, Av. Melchor Urquidi #3318, Villa Hermosa, D6
-17.403690,-66.146513, Calle Dalence #3319, Alalay Sud, D6
-17.419335,-66.133759, Calle Kantuta #3320, Kantuta, D6
-17.404731,-66.131702, Calle Siringuero #3321, Villa Hermosa, D6
-17.406825,-66.137321, Calle Tupac Katari #3322, Alalay Sud, D6
-17.423040,-66.135404, Av. Melchor Urquidi #3323, Kantuta, D6
-17.416932,-66.129894, Calle Dalence #3324, Villa Hermosa, D6
-17.416826,-66.141113, Calle Kantuta #3325, Alalay Sud, D6
-17.401113,-66.128446, Calle Siringuero #3326, Kantuta, D6
-17.404940,-66.147122, Calle Tupac Katari #3327, Villa Hermosa, D6
-17.426500,-66.150672, Av. Melchor Urquidi #3328, Alalay Sud, D6
-17.406408,-66.148480, Calle Dalence #3329, Kantuta, D6
-17.412229,-66.138960, Calle Kantuta #3330, Villa Hermosa, D6
-17.406908,-66.138305, Calle Siringuero #3331, Alalay Sud, D6
-17.422995,-66.152858, Calle Tupac Katari #3332, Kantuta, D6
-17.399770,-66.130795, Av. Melchor Urquidi #3333, Villa Hermosa, D6
-17.406985,-66.132165, Calle Dalence #3334, Alalay Sud, D6
-17.407300,-66.140384, Calle Kantuta #3335, Kantuta, D6
-17.424341,-66.151454, Calle Siringuero #3336, Villa Hermosa, D6
-17.408468,-66.133238, Calle Tupac Katari #3337, Alalay Sud, D6
-17.409328,-66.145329, Av. Melchor Urquidi #3338, Kantuta, D6
-17.404833,-66.144420, Calle Dalence #3339, Villa Hermosa, D6
-17.416621,-66.150053, Calle Kantuta #3340, Alalay Sud, D6
-17.415533,-66.140866, Calle Siringuero #3341, Kantuta, D6
-17.418677,-66.152276, Calle Tupac Katari #3342, Villa Hermosa, D6
-17.416345,-66.154757, Av. Melchor Urquidi #3343, Alalay Sud, D6
-17.400372,-66.128763, Calle Dalence #3344, Kantuta, D6
-17.416069,-66.139069, Calle Kantuta #3345, Villa Hermosa, D6
-17.413210,-66.153231, Calle Siringuero #3346, Alalay Sud, D6
-17.414214,-66.142442, Calle Tupac Katari #3347, Kantuta, D6
-17.411655,-66.146975, Av. Melchor Urquidi #3348, Villa Hermosa, D6
-17.404323,-66.147346, Calle Dalence #3349, Alalay Sud, D6
-17.408116,-66.136755, Calle Kantuta #3350, Kantuta, D6
-17.416439,-66.140990, Calle Siringuero #3351, Villa Hermosa, D6
-17.418405,-66.148085, Calle Tupac Katari #3352, Alalay Sud, D6
-17.408293,-66.150592, Av. Melchor Urquidi #3353, Kantuta, D6
-17.406706,-66.137578, Calle Dalence #3354, Villa Hermosa, D6
-17.400388,-66.144181, Calle Kantuta #3355, Alalay Sud, D6
-17.407212,-66.136739, Calle Siringuero #3356, Kantuta, D6
-17.404116,-66.122655, Calle Tupac Katari #3357, Villa Hermosa, D6
-17.407051,-66.142967, Av. Melchor Urquidi #3358, Alalay Sud, D6
-17.422790,-66.144703, Calle Dalence #3359, Kantuta, D6
-17.410450,-66.128491, Calle Kantuta #3360, Villa Hermosa, D6
-17.400205,-66.138681, Calle Siringuero #3361, Alalay Sud, D6
-17.415844,-66.150833, Calle Tupac Katari #3362, Kantuta, D6
-17.414129,-66.127828, Av. Melchor Urquidi #3363, Villa Hermosa, D6
-17.414109,-66.148670, Calle Dalence #3364, Alalay Sud, D6
-17.397764,-66.129058, Calle Kantuta #3365, Kantuta, D6
-17.408813,-66.145453, Calle Siringuero #3366, Villa Hermosa, D6
-17.415310,-66.126780, Calle Tupac Katari #3367, Alalay Sud, D6
-17.416798,-66.141598, Av. Melchor Urquidi #3368, Kantuta, D6
-17.412867,-66.129496, Calle Dalence #3369, Villa Hermosa, D6
-17.417297,-66.136080, Calle Kantuta #3370, Alalay Sud, D6
-17.413067,-66.144420, Calle Siringuero #3371, Kantuta, D6
-17.421897,-66.131857, Calle Tupac Katari #3372, Villa Hermosa, D6
-17.419147,-66.134756, Av. Melchor Urquidi #3373, Alalay Sud, D6
-17.403473,-66.133638, Calle Dalence #3374, Kantuta, D6
-17.416642,-66.132560, Calle Kantuta #3375, Villa Hermosa, D6
-17.415636,-66.152950, Calle Siringuero #3376, Alalay Sud, D6
-17.400700,-66.129975, Calle Tupac Katari #3377, Kantuta, D6
-17.407893,-66.149804, Av. Melchor Urquidi #3378, Villa Hermosa, D6
-17.421347,-66.133646, Calle Dalence #3379, Alalay Sud, D6
-17.402669,-66.129147, Calle Kantuta #3380, Kantuta, D6
-17.402334,-66.127138, Calle Siringuero #3381, Villa Hermosa, D6
-17.401840,-66.145287, Calle Tupac Katari #3382, Alalay Sud, D6
-17.421539,-66.137407, Av. Melchor Urquidi #3383, Kantuta, D6
-17.418557,-66.147350, Calle Dalence #3384, Villa Hermosa, D6
-17.408279,-66.146326, Calle Kantuta #3385, Alalay Sud, D6
-17.407381,-66.142672, Calle Siringuero #3386, Kantuta, D6
-17.400921,-66.135343, Calle Tupac Katari #3387, Villa Hermosa, D6
-17.402024,-66.150942, Av. Melchor Urquidi #3388, Alalay Sud, D6
-17.408538,-66.141238, Calle Dalence #3389, Kantuta, D6
-17.409682,-66.134262, Calle Kantuta #3390, Villa Hermosa, D6
-17.410168,-66.130038, Calle Siringuero #3391, Alalay Sud, D6
-17.412168,-66.127811, Calle Tupac Katari #3392, Kantuta, D6
-17.421586,-66.141922, Av. Melchor Urquidi #3393, Villa Hermosa, D6
-17.418269,-66.142945, Calle Dalence #3394, Alalay Sud, D6
-17.403776,-66.130069, Calle Kantuta #3395, Kantuta, D6
-17.416176,-66.147753, Calle Siringuero #3396, Villa Hermosa, D6
-17.426212,-66.146538, Calle Tupac Katari #3397, Alalay Sud, D6
-17.398890,-66.128609, Av. Melchor Urquidi #3398, Kantuta, D6
-17.415570,-66.133826, Calle Dalence #3399, Villa Hermosa, D6
-17.423197,-66.134447, Calle Kantuta #3400, Alalay Sud, D6
-17.415702,-66.146372, Calle Siringuero #3401, Kantuta, D6
-17.416593,-66.135515, Calle Tupac Katari #3402, Villa Hermosa, D6
-17.421179,-66.147430, Av. Melchor Urquidi #3403, Alalay Sud, D6
-17.418600,-66.152812, Calle Dalence #3404, Kantuta, D6
-17.423840,-66.145049, Calle Kantuta #3405, Villa Hermosa, D6
-17.408228,-66.145895, Calle Siringuero #3406, Alalay Sud, D6
-17.412161,-66.150545, Calle Tupac Katari #3407, Kantuta, D6
-17.410713,-66.135144, Av. Melchor Urquidi #3408, Villa Hermosa, D6
-17.414883,-66.126399, Calle Dalence #3409, Alalay Sud, D6
-17.400685,-66.139590, Calle Kantuta #3410, Kantuta, D6
-17.408698,-66.133622, Calle Siringuero #3411, Villa Hermosa, D6
-17.420256,-66.146073, Calle Tupac Katari #3412, Alalay Sud, D6
-17.397653,-66.135770, Av. Melchor Urquidi #3413, Kantuta, D6
-17.403144,-66.129389, Calle Dalence #3414, Villa Hermosa, D6
-17.408708,-66.140700, Calle Kantuta #3415, Alalay Sud, D6
-17.407722,-66.139748, Calle Siringuero #3416, Kantuta, D6
-17.417494,-66.132697, Calle Tupac Katari #3417, Villa Hermosa, D6
-17.402778,-66.140446, Av. Melchor Urquidi #3418, Alalay Sud, D6
-17.424239,-66.152782, Calle Dalence #3419, Kantuta, D6
-17.405609,-66.143968, Calle Kantuta #3420, Villa Hermosa, D6
-17.420135,-66.140707, Calle Siringuero #3421, Alalay Sud, D6
-17.417462,-66.148770, Calle Tupac Katari #3422, Kantuta, D6
-17.409766,-66.127572, Av. Melchor Urquidi #3423, Villa Hermosa, D6
-17.400046,-66.133943, Calle Dalence #3424, Alalay Sud, D6
-17.416111,-66.145767, Calle Kantuta #3425, Kantuta, D6
-17.411996,-66.148273, Calle Siringuero #3426, Villa Hermosa, D6
-17.401009,-66.150426, Calle Tupac Katari #3427, Alalay Sud, D6
-17.426819,-66.148386, Av. Melchor Urquidi #3428, Kantuta, D6
-17.402287,-66.148478, Calle Dalence #3429, Villa Hermosa, D6
-17.401310,-66.150111, Calle Kantuta #3430, Alalay Sud, D6
-17.421201,-66.151996, Calle Siringuero #3431, Kantuta, D6
-17.408498,-66.150131, Calle Tupac Katari #3432, Villa Hermosa, D6
-17.406742,-66.151699, Av. Melchor Urquidi #3433, Alalay Sud, D6
-17.397266,-66.126683, Calle Dalence #3434, Kantuta, D6
-17.423571,-66.147086, Calle Kantuta #3435, Villa Hermosa, D6
-17.417661,-66.135034, Calle Siringuero #3436, Alalay Sud, D6
-17.414708,-66.154872, Calle Tupac Katari #3437, Kantuta, D6
-17.424507,-66.146977, Av. Melchor Urquidi #3438, Villa Hermosa, D6
-17.408703,-66.150918, Calle Dalence #3439, Alalay Sud, D6
-17.420071,-66.143641, Calle Kantuta #3440, Kantuta, D6
-17.417312,-66.137922, Calle Siringuero #3441, Villa Hermosa, D6
-17.412646,-66.136104, Calle Tupac Katari #3442, Alalay Sud, D6
-17.404958,-66.137098, Av. Melchor Urquidi #3443, Kantuta, D6
-17.423189,-66.154552, Calle Dalence #3444, Villa Hermosa, D6
-17.425925,-66.148342, Calle Kantuta #3445, Alalay Sud, D6
-17.424058,-66.146208, Calle Siringuero #3446, Kantuta, D6
-17.405997,-66.151729, Calle Tupac Katari #3447, Villa Hermosa, D6
-17.416296,-66.133384, Av. Melchor Urquidi #3448, Alalay Sud, D6
-17.421378,-66.152307, Calle Dalence #3449, Kantuta, D6
-17.424825,-66.144130, Calle Kantuta #3450, Villa Hermosa, D6
-17.397487,-66.127779, Calle Siringuero #3451, Alalay Sud, D6
-17.416506,-66.153349, Calle Tupac Katari #3452, Kantuta, D6
-17.422297,-66.152458, Av. Melchor Urquidi #3453, Villa Hermosa, D6
-17.403816,-66.125216, Calle Dalence #3454, Alalay Sud, D6
-17.402144,-66.133647, Calle Kantuta #3455, Kantuta, D6
-17.407327,-66.130737, Calle Siringuero #3456, Villa Hermosa, D6
-17.412231,-66.135362, Calle Tupac Katari #3457, Alalay Sud, D6
-17.403941,-66.149333, Av. Melchor Urquidi #3458, Kantuta, D6
-17.406051,-66.135416, Calle Dalence #3459, Villa Hermosa, D6
-17.401468,-66.126195, Calle Kantuta #3460, Alalay Sud, D6
-17.423805,-66.145969, Calle Siringuero #3461, Kantuta, D6
-17.404729,-66.149359, Calle Tupac Katari #3462, Villa Hermosa, D6
-17.404221,-66.139284, Av. Melchor Urquidi #3463, Alalay Sud, D6
-17.413417,-66.145472, Calle Dalence #3464, Kantuta, D6
-17.421490,-66.141821, Calle Kantuta #3465, Villa Hermosa, D6
-17.427014,-66.153040, Calle Siringuero #3466, Alalay Sud, D6
-17.412885,-66.153377, Calle Tupac Katari #3467, Kantuta, D6
-17.419162,-66.148401, Av. Melchor Urquidi #3468, Villa Hermosa, D6
-17.411375,-66.143453, Calle Dalence #3469, Alalay Sud, D6
-17.418786,-66.134695, Calle Kantuta #3470, Kantuta, D6
-17.418833,-66.131889, Calle Siringuero #3471, Villa Hermosa, D6
-17.421220,-66.133597, Calle Tupac Katari #3472, Alalay Sud, D6
-17.412254,-66.142830, Av. Melchor Urquidi #3473, Kantuta, D6
-17.424879,-66.144050, Calle Dalence #3474, Villa Hermosa, D6
-17.405674,-66.143021, Calle Kantuta #3475, Alalay Sud, D6
-17.422035,-66.139234, Calle Siringuero #3476, Kantuta, D6
-17.400446,-66.149980, Calle Tupac Katari #3477, Villa Hermosa, D6
-17.420820,-66.146669, Av. Melchor Urquidi #3478, Alalay Sud, D6
-17.403707,-66.146800, Calle Dalence #3479, Kantuta, D6
-17.415700,-66.130750, Calle Kantuta #3480, Villa Hermosa, D6
-17.406699,-66.131626, Calle Siringuero #3481, Alalay Sud, D6
-17.400241,-66.142459, Calle Tupac Katari #3482, Kantuta, D6
-17.403258,-66.139929, Av. Melchor Urquidi #3483, Villa Hermosa, D6
-17.401636,-66.128932, Calle Dalence #3484, Alalay Sud, D6
-17.409769,-66.132092, Calle Kantuta #3485, Kantuta, D6
-17.412392,-66.147903, Calle Siringuero #3486, Villa Hermosa, D6
-17.415998,-66.150373, Calle Tupac Katari #3487, Alalay Sud, D6
-17.400345,-66.134035, Av. Melchor Urquidi #3488, Kantuta, D6
-17.416418,-66.151551, Calle Dalence #3489, Villa Hermosa, D6
-17.405589,-66.139171, Calle Kantuta #3490, Alalay Sud, D6
-17.403694,-66.146932, Calle Siringuero #3491, Kantuta, D6
-17.422251,-66.152583, Calle Tupac Katari #3492, Villa Hermosa, D6
-17.405916,-66.145806, Av. Melchor Urquidi #3493, Alalay Sud, D6
-17.405348,-66.134603, Calle Dalence #3494, Kantuta, D6
-17.415593,-66.151526, Calle Kantuta #3495, Villa Hermosa, D6
-17.422849,-66.133484, Calle Siringuero #3496, Alalay Sud, D6
-17.401756,-66.136997, Calle Tupac Katari #3497, Kantuta, D6
-17.423989,-66.153518, Av. Melchor Urquidi #3498, Villa Hermosa, D6
-17.411770,-66.138577, Calle Dalence #3499, Alalay Sud, D6
-17.408775,-66.143462, Calle Kantuta #3500, Kantuta, D6
-17.423496,-66.133057, Calle Siringuero #3501, Villa Hermosa, D6
-17.425566,-66.149856, Calle Tupac Katari #3502, Alalay Sud, D6
-17.409004,-66.148922, Av. Melchor Urquidi #3503, Kantuta, D6
-17.405923,-66.133308, Calle Dalence #3504, Villa Hermosa, D6
-17.398092,-66.126608, Calle Kantuta #3505, Alalay Sud, D6
-17.421636,-66.141381, Calle Siringuero #3506, Kantuta, D6
-17.424990,-66.153558, Calle Tupac Katari #3507, Villa Hermosa, D6
-17.410192,-66.129934, Av. Melchor Urquidi #3508, Alalay Sud, D6
-17.413465,-66.143449, Calle Dalence #3509, Kantuta, D6
-17.408457,-66.140523, Calle Kantuta #3510, Villa Hermosa, D6
-17.416644,-66.131206, Calle Siringuero #3511, Alalay Sud, D6
-17.404210,-66.146920, Calle Tupac Katari #3512, Kantuta, D6
-17.415188,-66.135454, Av. Melchor Urquidi #3513, Villa Hermosa, D6
-17.405616,-66.142365, Calle Dalence #3514, Alalay Sud, D6
-17.405565,-66.142287, Calle Kantuta #3515, Kantuta, D6
-17.416270,-66.142879, Calle Siringuero #3516, Villa Hermosa, D6
-17.405492,-66.151723, Calle Tupac Katari #3517, Alalay Sud, D6
-17.419969,-66.132416, Av. Melchor Urquidi #3518, Kantuta, D6
-17.425867,-66.150898, Calle Dalence #3519, Villa Hermosa, D6
-17.410400,-66.129941, Calle Kantuta #3520, Alalay Sud, D6
-17.409003,-66.152515, Calle Siringuero #3521, Kantuta, D6
-17.407356,-66.137601, Calle Tupac Katari #3522, Villa Hermosa, D6
-17.407454,-66.149543, Av. Melchor Urquidi #3523, Alalay Sud, D6
-17.417653,-66.139836, Calle Dalence #3524, Kantuta, D6
-17.410952,-66.128861, Calle Kantuta #3525, Villa Hermosa, D6
-17.413267,-66.135031, Calle Siringuero #3526, Alalay Sud, D6
-17.401562,-66.142536, Calle Tupac Katari #3527, Kantuta, D6
-17.424405,-66.147787, Av. Melchor Urquidi #3528, Villa Hermosa, D6
-17.410439,-66.137920, Calle Dalence #3529, Alalay Sud, D6
-17.418389,-66.151972, Calle Kantuta #3530, Kantuta, D6
-17.406570,-66.125642, Calle Siringuero #3531, Villa Hermosa, D6
-17.419190,-66.152453, Calle Tupac Katari #3532, Alalay Sud, D6
-17.401588,-66.150035, Av. Melchor Urquidi #3533, Kantuta, D6
-17.410135,-66.136533, Calle Dalence #3534, Villa Hermosa, D6
-17.401927,-66.131493, Calle Kantuta #3535, Alalay Sud, D6
-17.406694,-66.129894, Calle Siringuero #3536, Kantuta, D6
-17.407099,-66.138830, Calle Tupac Katari #3537, Villa Hermosa, D6
-17.399776,-66.136840, Av. Melchor Urquidi #3538, Alalay Sud, D6
-17.410423,-66.129026, Calle Dalence #3539, Kantuta, D6
-17.417960,-66.149326, Calle Kantuta #3540, Villa Hermosa, D6
-17.418626,-66.139669, Calle Siringuero #3541, Alalay Sud, D6
-17.413375,-66.126485, Calle Tupac Katari #3542, Kantuta, D6
-17.426888,-66.151770, Av. Melchor Urquidi #3543, Villa Hermosa, D6
-17.415867,-66.130525, Calle Dalence #3544, Alalay Sud, D6
-17.417245,-66.137551, Calle Kantuta #3545, Kantuta, D6
-17.410638,-66.128517, Calle Siringuero #3546, Villa Hermosa, D6
-17.399912,-66.145941, Calle Tupac Katari #3547, Alalay Sud, D6
-17.404367,-66.135262, Av. Melchor Urquidi #3548, Kantuta, D6
-17.428456,-66.149632, Calle Dalence #3549, Villa Hermosa, D6
-17.415977,-66.127458, Calle Kantuta #3550, Alalay Sud, D6
-17.399511,-66.125947, Calle Siringuero #3551, Kantuta, D6
-17.409682,-66.149814, Calle Tupac Katari #3552, Villa Hermosa, D6
-17.417448,-66.140211, Av. Melchor Urquidi #3553, Alalay Sud, D6
-17.409882,-66.137870, Calle Dalence #3554, Kantuta, D6
-17.417732,-66.129500, Calle Kantuta #3555, Villa Hermosa, D6
-17.404349,-66.131070, Calle Siringuero #3556, Alalay Sud, D6
-17.397463,-66.127641, Calle Tupac Katari #3557, Kantuta, D6
-17.407502,-66.138102, Av. Melchor Urquidi #3558, Villa Hermosa, D6
-17.402549,-66.142876, Calle Dalence #3559, Alalay Sud, D6
-17.398537,-66.136184, Calle Kantuta #3560, Kantuta, D6
-17.408009,-66.138520, Calle Siringuero #3561, Villa Hermosa, D6
-17.408706,-66.130319, Calle Tupac Katari #3562, Alalay Sud, D6
