-17.429017,-66.121984, Av. Siglo XX #100, Arrumani, D7
-17.423123,-66.122876, Calle Ecológica #2977, Arrumani, D7
-17.426139,-66.118951, Calle Enrique Finot #2978, Sivingani, D7
-17.430634,-66.117649, Calle Pucará #2979, K’ara K’ara, D7
-17.416224,-66.113065, Av. Siglo XX #2980, Arrumani, D7
-17.414515,-66.119615, Calle Villa Busch #2981, Sivingani, D7
-17.409146,-66.123664, Calle Ecológica #2982, K’ara K’ara, D7
-17.425044,-66.130127, Calle Enrique Finot #2983, Arrumani, D7
-17.431803,-66.122023, Calle Pucará #2984, Sivingani, D7
-17.422093,-66.124486, Av. Siglo XX #2985, K’ara K’ara, D7
-17.421981,-66.119089, Calle Villa Busch #2986, Arrumani, D7
-17.427311,-66.123886, Calle Ecológica #2987, Sivingani, D7
-17.413507,-66.117896, Calle Enrique Finot #2988, K’ara K’ara, D7
-17.412756,-66.123768, Calle Pucará #2989, Arrumani, D7
-17.438095,-66.123754, Av. Siglo XX #2990, Sivingani, D7
-17.435410,-66.121803, Calle Villa Busch #2991, K’ara K’ara, D7
-17.425773,-66.128340, Calle Ecológica #2992, Arrumani, D7
-17.439636,-66.122366, Calle Enrique Finot #2993, Sivingani, D7
-17.420823,-66.117883, Calle Pucará #2994, K’ara K’ara, D7
-17.431085,-66.123389, Av. Siglo XX #2995, Arrumani, D7
-17.427491,-66.122495, Calle Villa Busch #2996, Sivingani, D7
-17.415926,-66.116003, Calle Ecológica #2997, K’ara K’ara, D7
-17.431913,-66.126734, Calle Enrique Finot #2998, Arrumani, D7
-17.437967,-66.122895, Calle Pucará #2999, Sivingani, D7
-17.428304,-66.120033, Av. Siglo XX #3000, K’ara K’ara, D7
-17.420078,-66.125427, Calle Villa Busch #3001, Arrumani, D7
-17.420078,-66.124246, Calle Ecológica #3002, Sivingani, D7
-17.430331,-66.123092, Calle Enrique Finot #3003, K’ara K’ara, D7
-17.416872,-66.114707, Calle Pucará #3004, Arrumani, D7
-17.417256,-66.124364, Av. Siglo XX #3005, Sivingani, D7
-17.434117,-66.123675, Calle Villa Busch #3006, K’ara K’ara, D7
-17.437189,-66.124721, Calle Ecológica #3007, Arrumani, D7
-17.428547,-66.119924, Calle Enrique Finot #3008, Sivingani, D7
-17.418888,-66.126284, Calle Pucará #3009, K’ara K’ara, D7
-17.432228,-66.120293, Av. Siglo XX #3010, Arrumani, D7
-17.426008,-66.127176, Calle Villa Busch #3011, Sivingani, D7
-17.436205,-66.121130, Calle Ecológica #3012, K’ara K’ara, D7
-17.427033,-66.124060, Calle Enrique Finot #3013, Arrumani, D7
-17.417684,-66.122013, Calle Pucará #3014, Sivingani, D7
-17.407784,-66.121754, Av. Siglo XX #3015, K’ara K’ara, D7
-17.425280,-66.119250, Calle Villa Busch #3016, Arrumani, D7
-17.432979,-66.119410, Calle Ecológica #3017, Sivingani, D7
-17.429100,-66.121485, Calle Enrique Finot #3018, K’ara K’ara, D7
-17.428979,-66.119404, Calle Pucará #3019, Arrumani, D7
-17.419972,-66.117765, Av. Siglo XX #3020, Sivingani, D7
-17.425676,-66.130671, Calle Villa Busch #3021, K’ara K’ara, D7
-17.433456,-66.124150, Calle Ecológica #3022, Arrumani, D7
-17.415012,-66.124666, Calle Enrique Finot #3023, Sivingani, D7
-17.414275,-66.124765, Calle Pucará #3024, K’ara K’ara, D7
-17.418768,-66.114701, Av. Siglo XX #3025, Arrumani, D7
-17.416389,-66.120604, Calle Villa Busch #3026, Sivingani, D7
-17.414130,-66.118911, Calle Ecológica #3027, K’ara K’ara, D7
-17.420900,-66.124023, Calle Enrique Finot #3028, Arrumani, D7
-17.421097,-66.116911, Calle Pucará #3029, Sivingani, D7
-17.424876,-66.125028, Av. Siglo XX #3030, K’ara K’ara, D7
-17.418935,-66.118298, Calle Villa Busch #3031, Arrumani, D7
-17.422314,-66.129299, Calle Ecológica #3032, Sivingani, D7
-17.426503,-66.126193, Calle Enrique Finot #3033, K’ara K’ara, D7
-17.425732,-66.121317, Calle Pucará #3034, Arrumani, D7
-17.425384,-66.120006, Av. Siglo XX #3035, Sivingani, D7
-17.408906,-66.123205, Calle Villa Busch #3036, K’ara K’ara, D7
-17.421517,-66.128626, Calle Ecológica #3037, Arrumani, D7
-17.423861,-66.128716, Calle Enrique Finot #3038, Sivingani, D7
-17.423306,-66.125752, Calle Pucará #3039, K’ara K’ara, D7
-17.420175,-66.119190, Av. Siglo XX #3040, Arrumani, D7
-17.431049,-66.118346, Calle Villa Busch #3041, Sivingani, D7
-17.423347,-66.129498, Calle Ecológica #3042, K’ara K’ara, D7
-17.416735,-66.120107, Calle Enrique Finot #3043, Arrumani, D7
-17.416321,-66.115817, Calle Pucará #3044, Sivingani, D7
-17.420351,-66.114494, Av. Siglo XX #3045, K’ara K’ara, D7
-17.433936,-66.122304, Calle Villa Busch #3046, Arrumani, D7
-17.414825,-66.117871, Calle Ecológica #3047, Sivingani, D7
-17.417969,-66.120282, Calle Enrique Finot #3048, K’ara K’ara, D7
-17.418546,-66.113255, Calle Pucará #3049, Arrumani, D7
-17.432524,-66.117951, Av. Siglo XX #3050, Sivingani, D7
-17.430752,-66.125391, Calle Villa Busch #3051, K’ara K’ara, D7
-17.429573,-66.126849, Calle Ecológica #3052, Arrumani, D7
-17.414437,-66.121540, Calle Enrique Finot #3053, Sivingani, D7
-17.417278,-66.117923, Calle Pucará #3054, K’ara K’ara, D7
-17.427292,-66.128911, Av. Siglo XX #3055, Arrumani, D7
-17.428584,-66.122605, Calle Villa Busch #3056, Sivingani, D7
-17.414865,-66.121672, Calle Ecológica #3057, K’ara K’ara, D7
-17.421826,-66.129098, Calle Enrique Finot #3058, Arrumani, D7
-17.434228,-66.119099, Calle Pucará #3059, Sivingani, D7
-17.414075,-66.121546, Av. Siglo XX #3060, K’ara K’ara, D7
-17.428223,-66.125102, Calle Villa Busch #3061, Arrumani, D7
-17.428198,-66.124705, Calle Ecológica #3062, Sivingani, D7
-17.416753,-66.122201, Calle Enrique Finot #3063, K’ara K’ara, D7
-17.421318,-66.119620, Calle Pucará #3064, Arrumani, D7
-17.435386,-66.120443, Av. Siglo XX #3065, Sivingani, D7
-17.409205,-66.124972, Calle Villa Busch #3066, K’ara K’ara, D7
-17.408828,-66.121679, Calle Ecológica #3067, Arrumani, D7
-17.432417,-66.118235, Calle Enrique Finot #3068, Sivingani, D7
-17.416811,-66.114589, Calle Pucará #3069, K’ara K’ara, D7
-17.413403,-66.118462, Av. Siglo XX #3070, Arrumani, D7
-17.434988,-66.124199, Calle Villa Busch #3071, Sivingani, D7
-17.413000,-66.124650, Calle Ecológica #3072, K’ara K’ara, D7
-17.419519,-66.118518, Calle Enrique Finot #3073, Arrumani, D7
-17.412208,-66.121921, Calle Pucará #3074, Sivingani, D7
-17.425530,-66.119067, Av. Siglo XX #3075, K’ara K’ara, D7
-17.415453,-66.120203, Calle Villa Busch #3076, Arrumani, D7
-17.417313,-66.124224, Calle Ecológica #3077, Sivingani, D7
-17.414866,-66.123317, Calle Enrique Finot #3078, K’ara K’ara, D7
-17.428051,-66.123580, Calle Pucará #3079, Arrumani, D7
-17.409395,-66.123970, Av. Siglo XX #3080, Sivingani, D7
-17.423322,-66.127539, Calle Villa Busch #3081, K’ara K’ara, D7
-17.427684,-66.128909, Calle Ecológica #3082, Arrumani, D7
-17.422694,-66.129058, Calle Enrique Finot #3083, Sivingani, D7
-17.426833,-66.121859, Calle Pucará #3084, K’ara K’ara, D7
-17.431116,-66.126977, Av. Siglo XX #3085, Arrumani, D7
-17.416769,-66.121227, Calle Villa Busch #3086, Sivingani, D7
-17.415524,-66.121138, Calle Ecológica #3087, K’ara K’ara, D7
-17.430848,-66.125741, Calle Enrique Finot #3088, Arrumani, D7
-17.416766,-66.115907, Calle Pucará #3089, Sivingani, D7
-17.438930,-66.123423, Av. Siglo XX #3090, K’ara K’ara, D7
-17.424413,-66.120686, Calle Villa Busch #3091, Arrumani, D7
-17.419646,-66.117487, Calle Ecológica #3092, Sivingani, D7
-17.420932,-66.128444, Calle Enrique Finot #3093, K’ara K’ara, D7
-17.420079,-66.116472, Calle Pucará #3094, Arrumani, D7
-17.418753,-66.122649, Av. Siglo XX #3095, Sivingani, D7
-17.419414,-66.118704, Calle Villa Busch #3096, K’ara K’ara, D7
-17.428262,-66.120418, Calle Ecológica #3097, Arrumani, D7
-17.412980,-66.120600, Calle Enrique Finot #3098, Sivingani, D7
-17.429054,-66.121559, Calle Pucará #3099, K’ara K’ara, D7
-17.423302,-66.126758, Av. Siglo XX #3100, Arrumani, D7
-17.433477,-66.123242, Calle Villa Busch #3101, Sivingani, D7
-17.431267,-66.118492, Calle Ecológica #3102, K’ara K’ara, D7
-17.424844,-66.124439, Calle Enrique Finot #3103, Arrumani, D7
-17.420959,-66.113477, Calle Pucará #3104, Sivingani, D7
-17.436794,-66.122716, Av. Siglo XX #3105, K’ara K’ara, D7
-17.418762,-66.115084, Calle Villa Busch #3106, Arrumani, D7
-17.430901,-66.123490, Calle Ecológica #3107, Sivingani, D7
-17.412505,-66.124973, Calle Enrique Finot #3108, K’ara K’ara, D7
-17.427898,-66.120488, Calle Pucará #3109, Arrumani, D7
-17.411698,-66.123985, Av. Siglo XX #3110, Sivingani, D7
-17.421108,-66.112662, Calle Villa Busch #3111, K’ara K’ara, D7
-17.418523,-66.127054, Calle Ecológica #3112, Arrumani, D7
-17.419904,-66.117816, Calle Enrique Finot #3113, Sivingani, D7
-17.425606,-66.130502, Calle Pucará #3114, K’ara K’ara, D7
-17.428810,-66.123430, Av. Siglo XX #3115, Arrumani, D7
-17.420927,-66.115710, Calle Villa Busch #3116, Sivingani, D7
-17.415092,-66.120756, Calle Ecológica #3117, K’ara K’ara, D7
-17.424435,-66.119146, Calle Enrique Finot #3118, Arrumani, D7
-17.430342,-66.119871, Calle Pucará #3119, Sivingani, D7
-17.426001,-66.120511, Av. Siglo XX #3120, K’ara K’ara, D7
-17.410043,-66.123341, Calle Villa Busch #3121, Arrumani, D7
-17.422635,-66.121856, Calle Ecológica #3122, Sivingani, D7
-17.415584,-66.119812, Calle Enrique Finot #3123, K’ara K’ara, D7
-17.412935,-66.120927, Calle Pucará #3124, Arrumani, D7
-17.424770,-66.117744, Av. Siglo XX #3125, Sivingani, D7
-17.419582,-66.118537, Calle Villa Busch #3126, K’ara K’ara, D7
-17.423644,-66.126202, Calle Ecológica #3127, Arrumani, D7
-17.409183,-66.122970, Calle Enrique Finot #3128, Sivingani, D7
-17.423438,-66.117410, Calle Pucará #3129, K’ara K’ara, D7
-17.426265,-66.127021, Av. Siglo XX #3130, Arrumani, D7
-17.423864,-66.128412, Calle Villa Busch #3131, Sivingani, D7
-17.412389,-66.123286, Calle Ecológica #3132, K’ara K’ara, D7
-17.423620,-66.126359, Calle Enrique Finot #3133, Arrumani, D7
-17.416846,-66.117225, Calle Pucará #3134, Sivingani, D7
-17.417420,-66.112900, Av. Siglo XX #3135, K’ara K’ara, D7
-17.416605,-66.112593, Calle Villa Busch #3136, Arrumani, D7
-17.423721,-66.116182, Calle Ecológica #3137, Sivingani, D7
-17.425438,-66.118780, Calle Enrique Finot #3138, K’ara K’ara, D7
-17.425175,-66.122604, Calle Pucará #3139, Arrumani, D7
-17.413479,-66.121595, Av. Siglo XX #3140, Sivingani, D7
-17.415675,-66.114475, Calle Villa Busch #3141, K’ara K’ara, D7
-17.416678,-66.119292, Calle Ecológica #3142, Arrumani, D7
-17.412899,-66.120303, Calle Enrique Finot #3143, Sivingani, D7
-17.417161,-66.116049, Calle Pucará #3144, K’ara K’ara, D7
-17.408359,-66.124030, Av. Siglo XX #3145, Arrumani, D7
-17.438745,-66.123131, Calle Villa Busch #3146, Sivingani, D7
-17.412764,-66.123342, Calle Ecológica #3147, K’ara K’ara, D7
-17.422568,-66.123089, Calle Enrique Finot #3148, Arrumani, D7
-17.411162,-66.123390, Calle Pucará #3149, Sivingani, D7
-17.423715,-66.129955, Av. Siglo XX #3150, K’ara K’ara, D7
-17.419431,-66.116224, Calle Villa Busch #3151, Arrumani, D7
-17.408068,-66.122952, Calle Ecológica #3152, Sivingani, D7
-17.426224,-66.126013, Calle Enrique Finot #3153, K’ara K’ara, D7
-17.435624,-66.123910, Calle Pucará #3154, Arrumani, D7
-17.417366,-66.122649, Av. Siglo XX #3155, Sivingani, D7
-17.421466,-66.128275, Calle Villa Busch #3156, K’ara K’ara, D7
-17.424959,-66.122517, Calle Ecológica #3157, Arrumani, D7
-17.416495,-66.119477, Calle Enrique Finot #3158, Sivingani, D7
-17.430970,-66.120251, Calle Pucará #3159, K’ara K’ara, D7
-17.424972,-66.130480, Av. Siglo XX #3160, Arrumani, D7
-17.429481,-66.120080, Calle Villa Busch #3161, Sivingani, D7
-17.424477,-66.124617, Calle Ecológica #3162, K’ara K’ara, D7
-17.412128,-66.120687, Calle Enrique Finot #3163, Arrumani, D7
-17.428253,-66.121490, Calle Pucará #3164, Sivingani, D7
-17.420634,-66.112595, Av. Siglo XX #3165, K’ara K’ara, D7
-17.429077,-66.122974, Calle Villa Busch #3166, Arrumani, D7
-17.408564,-66.124472, Calle Ecológica #3167, Sivingani, D7
-17.416312,-66.123307, Calle Enrique Finot #3168, K’ara K’ara, D7
-17.425653,-66.119915, Calle Pucará #3169, Arrumani, D7
-17.428279,-66.125068, Av. Siglo XX #3170, Sivingani, D7
-17.427095,-66.121001, Calle Villa Busch #3171, K’ara K’ara, D7
-17.425788,-66.130907, Calle Ecológica #3172, Arrumani, D7
-17.420001,-66.115949, Calle Enrique Finot #3173, Sivingani, D7
-17.419173,-66.116102, Calle Pucará #3174, K’ara K’ara, D7
-17.425462,-66.119978, Av. Siglo XX #3175, Arrumani, D7
-17.421183,-66.123678, Calle Villa Busch #3176, Sivingani, D7
-17.435184,-66.123195, Calle Ecológica #3177, K’ara K’ara, D7
-17.420098,-66.123180, Calle Enrique Finot #3178, Arrumani, D7
-17.422254,-66.128373, Calle Pucará #3179, Sivingani, D7
-17.421417,-66.113702, Av. Siglo XX #3180, K’ara K’ara, D7
-17.428057,-66.125992, Calle Villa Busch #3181, Arrumani, D7
-17.426726,-66.120265, Calle Ecológica #3182, Sivingani, D7
-17.431077,-66.120555, Calle Enrique Finot #3183, K’ara K’ara, D7
-17.433677,-66.123862, Calle Pucará #3184, Arrumani, D7
-17.416073,-66.119436, Av. Siglo XX #3185, Sivingani, D7
-17.411953,-66.123453, Calle Villa Busch #3186, K’ara K’ara, D7
-17.412153,-66.123370, Calle Ecológica #3187, Arrumani, D7
-17.421892,-66.127274, Calle Enrique Finot #3188, Sivingani, D7
-17.429181,-66.122855, Calle Pucará #3189, K’ara K’ara, D7
-17.414097,-66.117729, Av. Siglo XX #3190, Arrumani, D7
-17.419512,-66.111957, Calle Villa Busch #3191, Sivingani, D7
-17.428974,-66.128124, Calle Ecológica #3192, K’ara K’ara, D7
-17.418953,-66.126916, Calle Enrique Finot #3193, Arrumani, D7
-17.428116,-66.127942, Calle Pucará #3194, Sivingani, D7
-17.417686,-66.112465, Av. Siglo XX #3195, K’ara K’ara, D7
-17.414954,-66.116448, Calle Villa Busch #3196, Arrumani, D7
-17.421574,-66.112927, Calle Ecológica #3197, Sivingani, D7
-17.429308,-66.126896, Calle Enrique Finot #3198, K’ara K’ara, D7
-17.431243,-66.125767, Calle Pucará #3199, Arrumani, D7
-17.425278,-66.127096, Av. Siglo XX #3200, Sivingani, D7
-17.415866,-66.117597, Calle Villa Busch #3201, K’ara K’ara, D7
-17.419268,-66.117080, Calle Ecológica #3202, Arrumani, D7
-17.415985,-66.117025, Calle Enrique Finot #3203, Sivingani, D7
-17.419057,-66.124917, Calle Pucará #3204, K’ara K’ara, D7
-17.431765,-66.121344, Av. Siglo XX #3205, Arrumani, D7
-17.421821,-66.127286, Calle Villa Busch #3206, Sivingani, D7
-17.429708,-66.125161, Calle Ecológica #3207, K’ara K’ara, D7
-17.416911,-66.123050, Calle Enrique Finot #3208, Arrumani, D7
-17.432601,-66.121610, Calle Pucará #3209, Sivingani, D7
-17.424347,-66.126565, Av. Siglo XX #3210, K’ara K’ara, D7
-17.417934,-66.124340, Calle Villa Busch #3211, Arrumani, D7
-17.431182,-66.126709, Calle Ecológica #3212, Sivingani, D7
-17.420168,-66.123460, Calle Enrique Finot #3213, K’ara K’ara, D7
-17.435923,-66.120638, Calle Pucará #3214, Arrumani, D7
-17.424742,-66.127345, Av. Siglo XX #3215, Sivingani, D7
-17.434773,-66.119957, Calle Villa Busch #3216, K’ara K’ara, D7
-17.431401,-66.122278, Calle Ecológica #3217, Arrumani, D7
-17.414340,-66.116917, Calle Enrique Finot #3218, Sivingani, D7
-17.418102,-66.112602, Calle Pucará #3219, K’ara K’ara, D7
-17.423667,-66.120592, Av. Siglo XX #3220, Arrumani, D7
-17.437604,-66.120886, Calle Villa Busch #3221, Sivingani, D7
-17.419571,-66.112711, Calle Ecológica #3222, K’ara K’ara, D7
-17.416706,-66.118517, Calle Enrique Finot #3223, Arrumani, D7
-17.433672,-66.125212, Calle Pucará #3224, Sivingani, D7
-17.430830,-66.120183, Av. Siglo XX #3225, K’ara K’ara, D7
-17.407885,-66.122211, Calle Villa Busch #3226, Arrumani, D7
-17.415146,-66.124983, Calle Ecológica #3227, Sivingani, D7
-17.412258,-66.119389, Calle Enrique Finot #3228, K’ara K’ara, D7
-17.430421,-66.125939, Calle Pucará #3229, Arrumani, D7
-17.433725,-66.125897, Av. Siglo XX #3230, Sivingani, D7
-17.432875,-66.119241, Calle Villa Busch #3231, K’ara K’ara, D7
-17.417227,-66.124938, Calle Ecológica #3232, Arrumani, D7
-17.410300,-66.122766, Calle Enrique Finot #3233, Sivingani, D7
-17.424824,-66.132752, Calle Pucará #3234, K’ara K’ara, D7
-17.419094,-66.116212, Av. Siglo XX #3235, Arrumani, D7
-17.423381,-66.122592, Calle Villa Busch #3236, Sivingani, D7
-17.424960,-66.127440, Calle Ecológica #3237, K’ara K’ara, D7
-17.432080,-66.123886, Calle Enrique Finot #3238, Arrumani, D7
-17.421889,-66.120825, Calle Pucará #3239, Sivingani, D7
-17.418574,-66.126454, Av. Siglo XX #3240, K’ara K’ara, D7
-17.429175,-66.119891, Calle Villa Busch #3241, Arrumani, D7
-17.432130,-66.125062, Calle Ecológica #3242, Sivingani, D7
-17.409952,-66.124615, Calle Enrique Finot #3243, K’ara K’ara, D7
-17.418449,-66.123626, Calle Pucará #3244, Arrumani, D7
-17.426074,-66.126471, Av. Siglo XX #3245, Sivingani, D7
-17.422732,-66.125601, Calle Villa Busch #3246, K’ara K’ara, D7
-17.412668,-66.119678, Calle Ecológica #3247, Arrumani, D7
-17.410057,-66.120719, Calle Enrique Finot #3248, Sivingani, D7
-17.431890,-66.120299, Calle Pucará #3249, K’ara K’ara, D7
-17.423025,-66.119629, Av. Siglo XX #3250, Arrumani, D7
-17.429175,-66.126326, Calle Villa Busch #3251, Sivingani, D7
-17.431505,-66.126329, Calle Ecológica #3252, K’ara K’ara, D7
-17.415617,-66.113587, Calle Enrique Finot #3253, Arrumani, D7
-17.423771,-66.121908, Calle Pucará #3254, Sivingani, D7
-17.431349,-66.126242, Av. Siglo XX #3255, K’ara K’ara, D7
-17.428580,-66.120526, Calle Villa Busch #3256, Arrumani, D7
-17.414887,-66.118702, Calle Ecológica #3257, Sivingani, D7
-17.413073,-66.120904, Calle Enrique Finot #3258, K’ara K’ara, D7
-17.421841,-66.129502, Calle Pucará #3259, Arrumani, D7
-17.426520,-66.128558, Av. Siglo XX #3260, Sivingani, D7
-17.431877,-66.119252, Calle Villa Busch #3261, K’ara K’ara, D7
-17.426546,-66.121469, Calle Ecológica #3262, Arrumani, D7
-17.417680,-66.122355, Calle Enrique Finot #3263, Sivingani, D7
-17.415024,-66.123323, Calle Pucará #3264, K’ara K’ara, D7
-17.426297,-66.119077, Av. Siglo XX #3265, Arrumani, D7
-17.432925,-66.119666, Calle Villa Busch #3266, Sivingani, D7
-17.426248,-66.125049, Calle Ecológica #3267, K’ara K’ara, D7
-17.431291,-66.121898, Calle Enrique Finot #3268, Arrumani, D7
-17.418773,-66.117692, Calle Pucará #3269, Sivingani, D7
-17.412163,-66.123575, Av. Siglo XX #3270, K’ara K’ara, D7
-17.417510,-66.121866, Calle Villa Busch #3271, Arrumani, D7
-17.421258,-66.119200, Calle Ecológica #3272, Sivingani, D7
-17.419774,-66.116131, Calle Enrique Finot #3273, K’ara K’ara, D7
-17.424262,-66.120595, Calle Pucará #3274, Arrumani, D7
-17.429535,-66.121861, Av. Siglo XX #3275, Sivingani, D7
-17.409746,-66.124500, Calle Villa Busch #3276, K’ara K’ara, D7
-17.432775,-66.124423, Calle Ecológica #3277, Arrumani, D7
-17.418376,-66.114707, Calle Enrique Finot #3278, Sivingani, D7
-17.419084,-66.125086, Calle Pucará #3279, K’ara K’ara, D7
-17.427028,-66.126349, Av. Siglo XX #3280, Arrumani, D7
-17.424477,-66.125747, Calle Villa Busch #3281, Sivingani, D7
-17.417787,-66.121970, Calle Ecológica #3282, K’ara K’ara, D7
-17.430411,-66.123525, Calle Enrique Finot #3283, Arrumani, D7
-17.422205,-66.116934, Calle Pucará #3284, Sivingani, D7
-17.419455,-66.124986, Av. Siglo XX #3285, K’ara K’ara, D7
-17.419193,-66.127294, Calle Villa Busch #3286, Arrumani, D7
-17.414943,-66.118832, Calle Ecológica #3287, Sivingani, D7
-17.412868,-66.118729, Calle Enrique Finot #3288, K’ara K’ara, D7
-17.423476,-66.122627, Calle Pucará #3289, Arrumani, D7
-17.427414,-66.127473, Av. Siglo XX #3290, Sivingani, D7
-17.421687,-66.119732, Calle Villa Busch #3291, K’ara K’ara, D7
-17.427069,-66.121453, Calle Ecológica #3292, Arrumani, D7
-17.416601,-66.115592, Calle Enrique Finot #3293, Sivingani, D7
-17.428380,-66.125397, Calle Pucará #3294, K’ara K’ara, D7
-17.428643,-66.128582, Av. Siglo XX #3295, Arrumani, D7
-17.429737,-66.127522, Calle Villa Busch #3296, Sivingani, D7
-17.423411,-66.129839, Calle Ecológica #3297, K’ara K’ara, D7
-17.419467,-66.121740, Calle Enrique Finot #3298, Arrumani, D7
