-17.487577,-66.112642, Calle Urcupiña #100, Pukara Oeste, D15
-17.487544,-66.121019, Calle Villazón #5544, Valle Hermoso Oeste, D15
-17.469264,-66.119573, Calle Urcupiña #5545, Pukara Oeste, D15
-17.478377,-66.137026, Calle Achumani #5546, Khara Khara, D15
-17.460439,-66.152093, Calle Castrillo #5547, Valle Hermoso Oeste, D15
-17.499833,-66.138128, Calle Landaeta #5548, Pukara Oeste, D15
-17.491773,-66.128038, Calle Villazón #5549, Khara Khara, D15
-17.492675,-66.142897, Calle Urcupiña #5550, Valle Hermoso Oeste, D15
-17.457621,-66.153850, Calle Achumani #5551, Pukara Oeste, D15
-17.464411,-66.134884, Calle Castrillo #5552, Khara Khara, D15
-17.476433,-66.128103, Calle Landaeta #5553, Valle Hermoso Oeste, D15
-17.471607,-66.120701, Calle Villazón #5554, Pukara Oeste, D15
-17.498523,-66.138969, Calle Urcupiña #5555, Khara Khara, D15
-17.484936,-66.123303, Calle Achumani #5556, Valle Hermoso Oeste, D15
-17.481314,-66.147000, Calle Castrillo #5557, Pukara Oeste, D15
-17.465030,-66.146907, Calle Landaeta #5558, Khara Khara, D15
-17.475543,-66.122151, Calle Villazón #5559, Valle Hermoso Oeste, D15
-17.477092,-66.138115, Calle Urcupiña #5560, Pukara Oeste, D15
-17.495405,-66.132228, Calle Achumani #5561, Khara Khara, D15
-17.474312,-66.117525, Calle Castrillo #5562, Valle Hermoso Oeste, D15
-17.479426,-66.147681, Calle Landaeta #5563, Pukara Oeste, D15
-17.455012,-66.138945, Calle Villazón #5564, Khara Khara, D15
-17.481370,-66.117907, Calle Urcupiña #5565, Valle Hermoso Oeste, D15
-17.467147,-66.130419, Calle Achumani #5566, Pukara Oeste, D15
-17.471136,-66.146308, Calle Castrillo #5567, Khara Khara, D15
-17.476084,-66.118847, Calle Landaeta #5568, Valle Hermoso Oeste, D15
-17.478878,-66.148281, Calle Villazón #5569, Pukara Oeste, D15
-17.477631,-66.120466, Calle Urcupiña #5570, Khara Khara, D15
-17.505446,-66.150725, Calle Achumani #5571, Valle Hermoso Oeste, D15
-17.460971,-66.141366, Calle Castrillo #5572, Pukara Oeste, D15
-17.484480,-66.133411, Calle Landaeta #5573, Khara Khara, D15
-17.487311,-66.147016, Calle Villazón #5574, Valle Hermoso Oeste, D15
-17.475771,-66.129652, Calle Urcupiña #5575, Pukara Oeste, D15
-17.493606,-66.140732, Calle Achumani #5576, Khara Khara, D15
-17.461985,-66.136734, Calle Castrillo #5577, Valle Hermoso Oeste, D15
-17.461556,-66.151575, Calle Landaeta #5578, Pukara Oeste, D15
-17.480724,-66.118797, Calle Villazón #5579, Khara Khara, D15
-17.498350,-66.141649, Calle Urcupiña #5580, Valle Hermoso Oeste, D15
-17.459982,-66.132831, Calle Achumani #5581, Pukara Oeste, D15
-17.502966,-66.144324, Calle Castrillo #5582, Khara Khara, D15
-17.473396,-66.135627, Calle Landaeta #5583, Valle Hermoso Oeste, D15
-17.498759,-66.141992, Calle Villazón #5584, Pukara Oeste, D15
-17.480082,-66.140351, Calle Urcupiña #5585, Khara Khara, D15
-17.478662,-66.142836, Calle Achumani #5586, Valle Hermoso Oeste, D15
-17.468404,-66.128064, Calle Castrillo #5587, Pukara Oeste, D15
-17.448845,-66.138669, Calle Landaeta #5588, Khara Khara, D15
-17.489529,-66.117639, Calle Villazón #5589, Valle Hermoso Oeste, D15
-17.482780,-66.125371, Calle Urcupiña #5590, Pukara Oeste, D15
-17.474815,-66.147356, Calle Achumani #5591, Khara Khara, D15
-17.479867,-66.122063, Calle Castrillo #5592, Valle Hermoso Oeste, D15
-17.484221,-66.137719, Calle Landaeta #5593, Pukara Oeste, D15
-17.478906,-66.145954, Calle Villazón #5594, Khara Khara, D15
-17.502417,-66.138881, Calle Urcupiña #5595, Valle Hermoso Oeste, D15
-17.463948,-66.142019, Calle Achumani #5596, Pukara Oeste, D15
-17.461162,-66.148825, Calle Castrillo #5597, Khara Khara, D15
-17.501982,-66.147350, Calle Landaeta #5598, Valle Hermoso Oeste, D15
-17.490073,-66.147905, Calle Villazón #5599, Pukara Oeste, D15
-17.458053,-66.136872, Calle Urcupiña #5600, Khara Khara, D15
-17.484340,-66.109814, Calle Achumani #5601, Valle Hermoso Oeste, D15
-17.486775,-66.131711, Calle Castrillo #5602, Pukara Oeste, D15
-17.493580,-66.131263, Calle Landaeta #5603, Khara Khara, D15
-17.457112,-66.143031, Calle Villazón #5604, Valle Hermoso Oeste, D15
-17.456220,-66.149013, Calle Urcupiña #5605, Pukara Oeste, D15
-17.465138,-66.144533, Calle Achumani #5606, Khara Khara, D15
-17.480441,-66.128276, Calle Castrillo #5607, Valle Hermoso Oeste, D15
-17.475553,-66.127905, Calle Landaeta #5608, Pukara Oeste, D15
-17.476951,-66.124590, Calle Villazón #5609, Khara Khara, D15
-17.493032,-66.121958, Calle Urcupiña #5610, Valle Hermoso Oeste, D15
-17.494676,-66.128193, Calle Achumani #5611, Pukara Oeste, D15
-17.468871,-66.125151, Calle Castrillo #5612, Khara Khara, D15
-17.504868,-66.150840, Calle Landaeta #5613, Valle Hermoso Oeste, D15
-17.499806,-66.143618, Calle Villazón #5614, Pukara Oeste, D15
-17.490382,-66.133755, Calle Urcupiña #5615, Khara Khara, D15
-17.498916,-66.140608, Calle Achumani #5616, Valle Hermoso Oeste, D15
-17.479430,-66.135935, Calle Castrillo #5617, Pukara Oeste, D15
-17.490598,-66.149528, Calle Landaeta #5618, Khara Khara, D15
-17.463209,-66.151513, Calle Villazón #5619, Valle Hermoso Oeste, D15
-17.492046,-66.146653, Calle Urcupiña #5620, Pukara Oeste, D15
-17.474398,-66.127403, Calle Achumani #5621, Khara Khara, D15
-17.477518,-66.123588, Calle Castrillo #5622, Valle Hermoso Oeste, D15
-17.465822,-66.142417, Calle Landaeta #5623, Pukara Oeste, D15
-17.478094,-66.131741, Calle Villazón #5624, Khara Khara, D15
-17.454551,-66.146523, Calle Urcupiña #5625, Valle Hermoso Oeste, D15
-17.475523,-66.131765, Calle Achumani #5626, Pukara Oeste, D15
-17.467746,-66.133822, Calle Castrillo #5627, Khara Khara, D15
-17.470242,-66.148659, Calle Landaeta #5628, Valle Hermoso Oeste, D15
-17.487956,-66.122587, Calle Villazón #5629, Pukara Oeste, D15
-17.472141,-66.123570, Calle Urcupiña #5630, Khara Khara, D15
-17.457299,-66.152301, Calle Achumani #5631, Valle Hermoso Oeste, D15
-17.456479,-66.133424, Calle Castrillo #5632, Pukara Oeste, D15
-17.488451,-66.121637, Calle Landaeta #5633, Khara Khara, D15
-17.475214,-66.152391, Calle Villazón #5634, Valle Hermoso Oeste, D15
-17.458771,-66.148720, Calle Urcupiña #5635, Pukara Oeste, D15
-17.474073,-66.119075, Calle Achumani #5636, Khara Khara, D15
-17.499832,-66.138529, Calle Castrillo #5637, Valle Hermoso Oeste, D15
-17.478879,-66.114905, Calle Landaeta #5638, Pukara Oeste, D15
-17.458750,-66.154333, Calle Villazón #5639, Khara Khara, D15
-17.474566,-66.150477, Calle Urcupiña #5640, Valle Hermoso Oeste, D15
-17.472845,-66.148909, Calle Achumani #5641, Pukara Oeste, D15
-17.465003,-66.132431, Calle Castrillo #5642, Khara Khara, D15
-17.468447,-66.142727, Calle Landaeta #5643, Valle Hermoso Oeste, D15
-17.495131,-66.132854, Calle Villazón #5644, Pukara Oeste, D15
-17.494642,-66.150711, Calle Urcupiña #5645, Khara Khara, D15
-17.456729,-66.142533, Calle Achumani #5646, Valle Hermoso Oeste, D15
-17.463925,-66.135908, Calle Castrillo #5647, Pukara Oeste, D15
-17.491578,-66.135885, Calle Landaeta #5648, Khara Khara, D15
-17.456042,-66.137849, Calle Villazón #5649, Valle Hermoso Oeste, D15
-17.467409,-66.121275, Calle Urcupiña #5650, Pukara Oeste, D15
-17.476017,-66.151146, Calle Achumani #5651, Khara Khara, D15
-17.470641,-66.116389, Calle Castrillo #5652, Valle Hermoso Oeste, D15
-17.493458,-66.136799, Calle Landaeta #5653, Pukara Oeste, D15
-17.490365,-66.127251, Calle Villazón #5654, Khara Khara, D15
-17.472509,-66.142103, Calle Urcupiña #5655, Valle Hermoso Oeste, D15
-17.477902,-66.135706, Calle Achumani #5656, Pukara Oeste, D15
-17.450309,-66.141733, Calle Castrillo #5657, Khara Khara, D15
-17.483535,-66.112661, Calle Landaeta #5658, Valle Hermoso Oeste, D15
-17.484791,-66.114235, Calle Villazón #5659, Pukara Oeste, D15
-17.463789,-66.131567, Calle Urcupiña #5660, Khara Khara, D15
-17.473635,-66.151912, Calle Achumani #5661, Valle Hermoso Oeste, D15
-17.455572,-66.132713, Calle Castrillo #5662, Pukara Oeste, D15
-17.504684,-66.150465, Calle Landaeta #5663, Khara Khara, D15
-17.473006,-66.117396, Calle Villazón #5664, Valle Hermoso Oeste, D15
-17.490046,-66.119716, Calle Urcupiña #5665, Pukara Oeste, D15
-17.475232,-66.138271, Calle Achumani #5666, Khara Khara, D15
-17.494507,-66.140478, Calle Castrillo #5667, Valle Hermoso Oeste, D15
-17.486636,-66.124090, Calle Landaeta #5668, Pukara Oeste, D15
-17.497563,-66.131638, Calle Villazón #5669, Khara Khara, D15
-17.487582,-66.114145, Calle Urcupiña #5670, Valle Hermoso Oeste, D15
-17.481375,-66.141500, Calle Achumani #5671, Pukara Oeste, D15
-17.452111,-66.144911, Calle Castrillo #5672, Khara Khara, D15
-17.479260,-66.131258, Calle Landaeta #5673, Valle Hermoso Oeste, D15
-17.501709,-66.144265, Calle Villazón #5674, Pukara Oeste, D15
-17.488591,-66.132892, Calle Urcupiña #5675, Khara Khara, D15
-17.490657,-66.141129, Calle Achumani #5676, Valle Hermoso Oeste, D15
-17.502329,-66.140172, Calle Castrillo #5677, Pukara Oeste, D15
-17.489857,-66.139923, Calle Landaeta #5678, Khara Khara, D15
-17.494236,-66.139514, Calle Villazón #5679, Valle Hermoso Oeste, D15
-17.495076,-66.125220, Calle Urcupiña #5680, Pukara Oeste, D15
-17.479715,-66.151500, Calle Achumani #5681, Khara Khara, D15
-17.470106,-66.119104, Calle Castrillo #5682, Valle Hermoso Oeste, D15
-17.477523,-66.139446, Calle Landaeta #5683, Pukara Oeste, D15
-17.469917,-66.139030, Calle Villazón #5684, Khara Khara, D15
-17.480180,-66.128339, Calle Urcupiña #5685, Valle Hermoso Oeste, D15
-17.468158,-66.146536, Calle Achumani #5686, Pukara Oeste, D15
-17.476120,-66.123259, Calle Castrillo #5687, Khara Khara, D15
-17.484861,-66.117620, Calle Landaeta #5688, Valle Hermoso Oeste, D15
-17.452969,-66.145234, Calle Villazón #5689, Pukara Oeste, D15
-17.477673,-66.125702, Calle Urcupiña #5690, Khara Khara, D15
-17.502060,-66.146240, Calle Achumani #5691, Valle Hermoso Oeste, D15
-17.480409,-66.136834, Calle Castrillo #5692, Pukara Oeste, D15
-17.455634,-66.147364, Calle Landaeta #5693, Khara Khara, D15
-17.468186,-66.150366, Calle Villazón #5694, Valle Hermoso Oeste, D15
-17.453034,-66.135649, Calle Urcupiña #5695, Pukara Oeste, D15
-17.449874,-66.139765, Calle Achumani #5696, Khara Khara, D15
-17.499083,-66.148378, Calle Castrillo #5697, Valle Hermoso Oeste, D15
-17.477047,-66.119757, Calle Landaeta #5698, Pukara Oeste, D15
-17.459068,-66.130674, Calle Villazón #5699, Khara Khara, D15
-17.483247,-66.113801, Calle Urcupiña #5700, Valle Hermoso Oeste, D15
-17.457663,-66.134764, Calle Achumani #5701, Pukara Oeste, D15
-17.496277,-66.141630, Calle Castrillo #5702, Khara Khara, D15
-17.498332,-66.147742, Calle Landaeta #5703, Valle Hermoso Oeste, D15
-17.480292,-66.135820, Calle Villazón #5704, Pukara Oeste, D15
-17.477151,-66.146946, Calle Urcupiña #5705, Khara Khara, D15
-17.469802,-66.133605, Calle Achumani #5706, Valle Hermoso Oeste, D15
-17.477146,-66.123796, Calle Castrillo #5707, Pukara Oeste, D15
-17.474089,-66.126388, Calle Landaeta #5708, Khara Khara, D15
-17.470457,-66.137134, Calle Villazón #5709, Valle Hermoso Oeste, D15
-17.474629,-66.125411, Calle Urcupiña #5710, Pukara Oeste, D15
-17.479454,-66.116840, Calle Achumani #5711, Khara Khara, D15
-17.474928,-66.145037, Calle Castrillo #5712, Valle Hermoso Oeste, D15
-17.466909,-66.123238, Calle Landaeta #5713, Pukara Oeste, D15
-17.488986,-66.131241, Calle Villazón #5714, Khara Khara, D15
-17.481539,-66.115071, Calle Urcupiña #5715, Valle Hermoso Oeste, D15
-17.460684,-66.139537, Calle Achumani #5716, Pukara Oeste, D15
-17.472162,-66.152997, Calle Castrillo #5717, Khara Khara, D15
-17.455988,-66.145928, Calle Landaeta #5718, Valle Hermoso Oeste, D15
-17.487667,-66.118244, Calle Villazón #5719, Pukara Oeste, D15
-17.496347,-66.128601, Calle Urcupiña #5720, Khara Khara, D15
-17.462858,-66.141779, Calle Achumani #5721, Valle Hermoso Oeste, D15
-17.491177,-66.132597, Calle Castrillo #5722, Pukara Oeste, D15
-17.467616,-66.146163, Calle Landaeta #5723, Khara Khara, D15
-17.473416,-66.151047, Calle Villazón #5724, Valle Hermoso Oeste, D15
-17.487586,-66.127483, Calle Urcupiña #5725, Pukara Oeste, D15
-17.480747,-66.123691, Calle Achumani #5726, Khara Khara, D15
-17.483852,-66.149426, Calle Castrillo #5727, Valle Hermoso Oeste, D15
-17.483395,-66.151466, Calle Landaeta #5728, Pukara Oeste, D15
-17.470453,-66.127875, Calle Villazón #5729, Khara Khara, D15
-17.458758,-66.149584, Calle Urcupiña #5730, Valle Hermoso Oeste, D15
-17.493486,-66.139628, Calle Achumani #5731, Pukara Oeste, D15
-17.489878,-66.127828, Calle Castrillo #5732, Khara Khara, D15
-17.464671,-66.143697, Calle Landaeta #5733, Valle Hermoso Oeste, D15
-17.477696,-66.121655, Calle Villazón #5734, Pukara Oeste, D15
-17.462036,-66.141487, Calle Urcupiña #5735, Khara Khara, D15
-17.492020,-66.128376, Calle Achumani #5736, Valle Hermoso Oeste, D15
-17.483450,-66.110451, Calle Castrillo #5737, Pukara Oeste, D15
-17.479532,-66.112719, Calle Landaeta #5738, Khara Khara, D15
-17.486843,-66.115085, Calle Villazón #5739, Valle Hermoso Oeste, D15
-17.475273,-66.148523, Calle Urcupiña #5740, Pukara Oeste, D15
-17.492019,-66.120420, Calle Achumani #5741, Khara Khara, D15
-17.455193,-66.147995, Calle Castrillo #5742, Valle Hermoso Oeste, D15
-17.471131,-66.138708, Calle Landaeta #5743, Pukara Oeste, D15
-17.484258,-66.115000, Calle Villazón #5744, Khara Khara, D15
-17.496447,-66.130217, Calle Urcupiña #5745, Valle Hermoso Oeste, D15
-17.466760,-66.149400, Calle Achumani #5746, Pukara Oeste, D15
-17.463356,-66.148241, Calle Castrillo #5747, Khara Khara, D15
-17.466743,-66.131066, Calle Landaeta #5748, Valle Hermoso Oeste, D15
-17.496788,-66.143805, Calle Villazón #5749, Pukara Oeste, D15
-17.480894,-66.139420, Calle Urcupiña #5750, Khara Khara, D15
-17.464009,-66.154063, Calle Achumani #5751, Valle Hermoso Oeste, D15
-17.468035,-66.121042, Calle Castrillo #5752, Pukara Oeste, D15
-17.496398,-66.148070, Calle Landaeta #5753, Khara Khara, D15
-17.456859,-66.142025, Calle Villazón #5754, Valle Hermoso Oeste, D15
-17.477950,-66.118180, Calle Urcupiña #5755, Pukara Oeste, D15
-17.477075,-66.140259, Calle Achumani #5756, Khara Khara, D15
-17.447731,-66.142878, Calle Castrillo #5757, Valle Hermoso Oeste, D15
-17.483166,-66.135721, Calle Landaeta #5758, Pukara Oeste, D15
-17.467700,-66.147996, Calle Villazón #5759, Khara Khara, D15
-17.465543,-66.142918, Calle Urcupiña #5760, Valle Hermoso Oeste, D15
-17.503876,-66.143484, Calle Achumani #5761, Pukara Oeste, D15
-17.480470,-66.131855, Calle Castrillo #5762, Khara Khara, D15
-17.476260,-66.136265, Calle Landaeta #5763, Valle Hermoso Oeste, D15
-17.495427,-66.138861, Calle Villazón #5764, Pukara Oeste, D15
-17.482202,-66.138224, Calle Urcupiña #5765, Khara Khara, D15
-17.465170,-66.149044, Calle Achumani #5766, Valle Hermoso Oeste, D15
-17.482303,-66.115946, Calle Castrillo #5767, Pukara Oeste, D15
-17.494723,-66.143233, Calle Landaeta #5768, Khara Khara, D15
-17.479033,-66.132108, Calle Villazón #5769, Valle Hermoso Oeste, D15
-17.464086,-66.130070, Calle Urcupiña #5770, Pukara Oeste, D15
-17.471459,-66.127655, Calle Achumani #5771, Khara Khara, D15
-17.456479,-66.144103, Calle Castrillo #5772, Valle Hermoso Oeste, D15
-17.491214,-66.148682, Calle Landaeta #5773, Pukara Oeste, D15
-17.488583,-66.141459, Calle Villazón #5774, Khara Khara, D15
-17.483121,-66.136371, Calle Urcupiña #5775, Valle Hermoso Oeste, D15
-17.459479,-66.132998, Calle Achumani #5776, Pukara Oeste, D15
-17.495127,-66.145959, Calle Castrillo #5777, Khara Khara, D15
-17.469000,-66.150550, Calle Landaeta #5778, Valle Hermoso Oeste, D15
-17.481065,-66.150595, Calle Villazón #5779, Pukara Oeste, D15
-17.472889,-66.144982, Calle Urcupiña #5780, Khara Khara, D15
-17.481297,-66.151510, Calle Achumani #5781, Valle Hermoso Oeste, D15
-17.457966,-66.134059, Calle Castrillo #5782, Pukara Oeste, D15
-17.460534,-66.134462, Calle Landaeta #5783, Khara Khara, D15
-17.485336,-66.148262, Calle Villazón #5784, Valle Hermoso Oeste, D15
-17.469376,-66.123233, Calle Urcupiña #5785, Pukara Oeste, D15
-17.478097,-66.117294, Calle Achumani #5786, Khara Khara, D15
-17.457681,-66.140158, Calle Castrillo #5787, Valle Hermoso Oeste, D15
-17.466639,-66.124521, Calle Landaeta #5788, Pukara Oeste, D15
-17.467904,-66.126835, Calle Villazón #5789, Khara Khara, D15
-17.474898,-66.114899, Calle Urcupiña #5790, Valle Hermoso Oeste, D15
-17.466889,-66.131760, Calle Achumani #5791, Pukara Oeste, D15
-17.481763,-66.132925, Calle Castrillo #5792, Khara Khara, D15
-17.451007,-66.140403, Calle Landaeta #5793, Valle Hermoso Oeste, D15
-17.489604,-66.138163, Calle Villazón #5794, Pukara Oeste, D15
-17.490349,-66.118472, Calle Urcupiña #5795, Khara Khara, D15
-17.476362,-66.143218, Calle Achumani #5796, Valle Hermoso Oeste, D15
-17.477791,-66.143650, Calle Castrillo #5797, Pukara Oeste, D15
-17.454474,-66.150275, Calle Landaeta #5798, Khara Khara, D15
-17.464757,-66.143800, Calle Villazón #5799, Valle Hermoso Oeste, D15
-17.474372,-66.128465, Calle Urcupiña #5800, Pukara Oeste, D15
-17.474565,-66.126786, Calle Achumani #5801, Khara Khara, D15
-17.502502,-66.141850, Calle Castrillo #5802, Valle Hermoso Oeste, D15
-17.464186,-66.152513, Calle Landaeta #5803, Pukara Oeste, D15
-17.462707,-66.154116, Calle Villazón #5804, Khara Khara, D15
-17.462645,-66.142805, Calle Urcupiña #5805, Valle Hermoso Oeste, D15
-17.452338,-66.137703, Calle Achumani #5806, Pukara Oeste, D15
-17.491555,-66.130706, Calle Castrillo #5807, Khara Khara, D15
-17.462254,-66.145510, Calle Landaeta #5808, Valle Hermoso Oeste, D15
-17.465175,-66.130594, Calle Villazón #5809, Pukara Oeste, D15
-17.469095,-66.143260, Calle Urcupiña #5810, Khara Khara, D15
-17.495096,-66.134684, Calle Achumani #5811, Valle Hermoso Oeste, D15
-17.503824,-66.146850, Calle Castrillo #5812, Pukara Oeste, D15
-17.451660,-66.138758, Calle Landaeta #5813, Khara Khara, D15
-17.474369,-66.117162, Calle Villazón #5814, Valle Hermoso Oeste, D15
-17.481357,-66.129085, Calle Urcupiña #5815, Pukara Oeste, D15
-17.458608,-66.152107, Calle Achumani #5816, Khara Khara, D15
-17.485958,-66.150616, Calle Castrillo #5817, Valle Hermoso Oeste, D15
-17.495166,-66.143765, Calle Landaeta #5818, Pukara Oeste, D15
-17.495698,-66.149103, Calle Villazón #5819, Khara Khara, D15
-17.479734,-66.121505, Calle Urcupiña #5820, Valle Hermoso Oeste, D15
-17.460962,-66.145043, Calle Achumani #5821, Pukara Oeste, D15
-17.473570,-66.114434, Calle Castrillo #5822, Khara Khara, D15
-17.467367,-66.134096, Calle Landaeta #5823, Valle Hermoso Oeste, D15
-17.477091,-66.115608, Calle Villazón #5824, Pukara Oeste, D15
-17.485875,-66.132007, Calle Urcupiña #5825, Khara Khara, D15
-17.471974,-66.132118, Calle Achumani #5826, Valle Hermoso Oeste, D15
-17.473716,-66.148159, Calle Castrillo #5827, Pukara Oeste, D15
-17.498024,-66.137627, Calle Landaeta #5828, Khara Khara, D15
-17.478821,-66.126997, Calle Villazón #5829, Valle Hermoso Oeste, D15
-17.476986,-66.125018, Calle Urcupiña #5830, Pukara Oeste, D15
-17.450682,-66.140944, Calle Achumani #5831, Khara Khara, D15
-17.500278,-66.138142, Calle Castrillo #5832, Valle Hermoso Oeste, D15
-17.492464,-66.125324, Calle Landaeta #5833, Pukara Oeste, D15
-17.481565,-66.122503, Calle Villazón #5834, Khara Khara, D15
-17.476346,-66.120217, Calle Urcupiña #5835, Valle Hermoso Oeste, D15
-17.464309,-66.135332, Calle Achumani #5836, Pukara Oeste, D15
-17.477541,-66.126993, Calle Castrillo #5837, Khara Khara, D15
-17.457238,-66.137225, Calle Landaeta #5838, Valle Hermoso Oeste, D15
-17.475970,-66.121217, Calle Villazón #5839, Pukara Oeste, D15
-17.468235,-66.131293, Calle Urcupiña #5840, Khara Khara, D15
-17.462709,-66.144871, Calle Achumani #5841, Valle Hermoso Oeste, D15
-17.476249,-66.149238, Calle Castrillo #5842, Pukara Oeste, D15
-17.487604,-66.138628, Calle Landaeta #5843, Khara Khara, D15
-17.492070,-66.129795, Calle Villazón #5844, Valle Hermoso Oeste, D15
-17.471616,-66.151417, Calle Urcupiña #5845, Pukara Oeste, D15
-17.457727,-66.152243, Calle Achumani #5846, Khara Khara, D15
-17.460463,-66.141891, Calle Castrillo #5847, Valle Hermoso Oeste, D15
