-17.452167,-66.107179, Calle El Alto #100, Valle Hermoso Sur, D14
-17.450944,-66.117028, Calle Villa San Miguel #4926, Ch’aqui Mayu, D14
-17.426564,-66.111659, Calle Ferroviaria #4927, Valle Hermoso Sur, D14
-17.454136,-66.115115, Calle El Inca #4928, Pukara Sur, D14
-17.456282,-66.114487, Calle Andes #4929, Ch’aqui Mayu, D14
-17.440001,-66.111517, Calle El Alto #4930, Valle Hermoso Sur, D14
-17.438979,-66.104145, Calle Villa San Miguel #4931, Pukara Sur, D14
-17.433791,-66.105403, Calle Ferroviaria #4932, Ch’aqui Mayu, D14
-17.446303,-66.110166, Calle El Inca #4933, Valle Hermoso Sur, D14
-17.441102,-66.118451, Calle Andes #4934, Pukara Sur, D14
-17.452898,-66.109794, Calle El Alto #4935, Ch’aqui Mayu, D14
-17.435098,-66.114485, Calle Villa San Miguel #4936, Valle Hermoso Sur, D14
-17.441622,-66.107417, Calle Ferroviaria #4937, Pukara Sur, D14
-17.432107,-66.103934, Calle El Inca #4938, Ch’aqui Mayu, D14
-17.434910,-66.111066, Calle Andes #4939, Valle Hermoso Sur, D14
-17.446882,-66.108296, Calle El Alto #4940, Pukara Sur, D14
-17.427066,-66.112684, Calle Villa San Miguel #4941, Ch’aqui Mayu, D14
-17.457949,-66.115117, Calle Ferroviaria #4942, Valle Hermoso Sur, D14
-17.443769,-66.110350, Calle El Inca #4943, Pukara Sur, D14
-17.454638,-66.112600, Calle Andes #4944, Ch’aqui Mayu, D14
-17.434008,-66.107512, Calle El Alto #4945, Valle Hermoso Sur, D14
-17.441698,-66.114552, Calle Villa San Miguel #4946, Pukara Sur, D14
-17.435712,-66.116599, Calle Ferroviaria #4947, Ch’aqui Mayu, D14
-17.423104,-66.111951, Calle El Inca #4948, Valle Hermoso Sur, D14
-17.442388,-66.106686, Calle Andes #4949, Pukara Sur, D14
-17.435188,-66.104101, Calle El Alto #4950, Ch’aqui Mayu, D14
-17.434460,-66.113799, Calle Villa San Miguel #4951, Valle Hermoso Sur, D14
-17.437972,-66.104417, Calle Ferroviaria #4952, Pukara Sur, D14
-17.435253,-66.116560, Calle El Inca #4953, Ch’aqui Mayu, D14
-17.457228,-66.111909, Calle Andes #4954, Valle Hermoso Sur, D14
-17.435596,-66.108351, Calle El Alto #4955, Pukara Sur, D14
-17.441416,-66.113277, Calle Villa San Miguel #4956, Ch’aqui Mayu, D14
-17.445372,-66.115890, Calle Ferroviaria #4957, Valle Hermoso Sur, D14
-17.423624,-66.110409, Calle El Inca #4958, Pukara Sur, D14
-17.453070,-66.114715, Calle Andes #4959, Ch’aqui Mayu, D14
-17.446165,-66.116273, Calle El Alto #4960, Valle Hermoso Sur, D14
-17.444524,-66.113450, Calle Villa San Miguel #4961, Pukara Sur, D14
-17.451050,-66.111777, Calle Ferroviaria #4962, Ch’aqui Mayu, D14
-17.449763,-66.108413, Calle El Inca #4963, Valle Hermoso Sur, D14
-17.437870,-66.114017, Calle Andes #4964, Pukara Sur, D14
-17.453129,-66.110542, Calle El Alto #4965, Ch’aqui Mayu, D14
-17.438099,-66.118258, Calle Villa San Miguel #4966, Valle Hermoso Sur, D14
-17.433392,-66.106182, Calle Ferroviaria #4967, Pukara Sur, D14
-17.433822,-66.112115, Calle El Inca #4968, Ch’aqui Mayu, D14
-17.437781,-66.117550, Calle Andes #4969, Valle Hermoso Sur, D14
-17.448633,-66.112936, Calle El Alto #4970, Pukara Sur, D14
-17.434431,-66.109050, Calle Villa San Miguel #4971, Ch’aqui Mayu, D14
-17.428012,-66.112449, Calle Ferroviaria #4972, Valle Hermoso Sur, D14
-17.433357,-66.103780, Calle El Inca #4973, Pukara Sur, D14
-17.450426,-66.112419, Calle Andes #4974, Ch’aqui Mayu, D14
-17.436515,-66.115946, Calle El Alto #4975, Valle Hermoso Sur, D14
-17.436832,-66.116893, Calle Villa San Miguel #4976, Pukara Sur, D14
-17.440219,-66.109024, Calle Ferroviaria #4977, Ch’aqui Mayu, D14
-17.425175,-66.111769, Calle El Inca #4978, Valle Hermoso Sur, D14
-17.440810,-66.111955, Calle Andes #4979, Pukara Sur, D14
-17.432519,-66.104725, Calle El Alto #4980, Ch’aqui Mayu, D14
-17.423876,-66.109609, Calle Villa San Miguel #4981, Valle Hermoso Sur, D14
-17.436386,-66.115363, Calle Ferroviaria #4982, Pukara Sur, D14
-17.437346,-66.118563, Calle El Inca #4983, Ch’aqui Mayu, D14
-17.433487,-66.112644, Calle Andes #4984, Valle Hermoso Sur, D14
-17.447210,-66.116416, Calle El Alto #4985, Pukara Sur, D14
-17.450468,-66.115744, Calle Villa San Miguel #4986, Ch’aqui Mayu, D14
-17.427737,-66.114490, Calle Ferroviaria #4987, Valle Hermoso Sur, D14
-17.424135,-66.109393, Calle El Inca #4988, Pukara Sur, D14
-17.449201,-66.109260, Calle Andes #4989, Ch’aqui Mayu, D14
-17.458083,-66.114832, Calle El Alto #4990, Valle Hermoso Sur, D14
-17.445149,-66.106819, Calle Villa San Miguel #4991, Pukara Sur, D14
-17.446271,-66.112864, Calle Ferroviaria #4992, Ch’aqui Mayu, D14
-17.438131,-66.105858, Calle El Inca #4993, Valle Hermoso Sur, D14
-17.454535,-66.112592, Calle Andes #4994, Pukara Sur, D14
-17.452213,-66.113695, Calle El Alto #4995, Ch’aqui Mayu, D14
-17.428820,-66.110697, Calle Villa San Miguel #4996, Valle Hermoso Sur, D14
-17.437781,-66.110739, Calle Ferroviaria #4997, Pukara Sur, D14
-17.427455,-66.109825, Calle El Inca #4998, Ch’aqui Mayu, D14
-17.429135,-66.112075, Calle Andes #4999, Valle Hermoso Sur, D14
-17.429935,-66.111067, Calle El Alto #5000, Pukara Sur, D14
-17.447552,-66.109375, Calle Villa San Miguel #5001, Ch’aqui Mayu, D14
-17.445128,-66.113372, Calle Ferroviaria #5002, Valle Hermoso Sur, D14
-17.453992,-66.116097, Calle El Inca #5003, Pukara Sur, D14
-17.426527,-66.114355, Calle Andes #5004, Ch’aqui Mayu, D14
-17.456654,-66.114193, Calle El Alto #5005, Valle Hermoso Sur, D14
-17.436445,-66.107038, Calle Villa San Miguel #5006, Pukara Sur, D14
-17.439600,-66.109522, Calle Ferroviaria #5007, Ch’aqui Mayu, D14
-17.443121,-66.112431, Calle El Inca #5008, Valle Hermoso Sur, D14
-17.434941,-66.107270, Calle Andes #5009, Pukara Sur, D14
-17.445725,-66.111548, Calle El Alto #5010, Ch’aqui Mayu, D14
-17.444134,-66.105931, Calle Villa San Miguel #5011, Valle Hermoso Sur, D14
-17.441029,-66.109786, Calle Ferroviaria #5012, Pukara Sur, D14
-17.455023,-66.109888, Calle El Inca #5013, Ch’aqui Mayu, D14
-17.434762,-66.114862, Calle Andes #5014, Valle Hermoso Sur, D14
-17.443197,-66.115318, Calle El Alto #5015, Pukara Sur, D14
-17.448421,-66.108705, Calle Villa San Miguel #5016, Ch’aqui Mayu, D14
-17.444851,-66.114421, Calle Ferroviaria #5017, Valle Hermoso Sur, D14
-17.431820,-66.115045, Calle El Inca #5018, Pukara Sur, D14
-17.447257,-66.105872, Calle Andes #5019, Ch’aqui Mayu, D14
-17.432682,-66.114401, Calle El Alto #5020, Valle Hermoso Sur, D14
-17.431256,-66.111533, Calle Villa San Miguel #5021, Pukara Sur, D14
-17.453943,-66.109568, Calle Ferroviaria #5022, Ch’aqui Mayu, D14
-17.450498,-66.111846, Calle El Inca #5023, Valle Hermoso Sur, D14
-17.448618,-66.107041, Calle Andes #5024, Pukara Sur, D14
-17.451584,-66.107554, Calle El Alto #5025, Ch’aqui Mayu, D14
-17.455206,-66.111368, Calle Villa San Miguel #5026, Valle Hermoso Sur, D14
-17.428712,-66.108656, Calle Ferroviaria #5027, Pukara Sur, D14
-17.433364,-66.103751, Calle El Inca #5028, Ch’aqui Mayu, D14
-17.442783,-66.114007, Calle Andes #5029, Valle Hermoso Sur, D14
-17.443261,-66.114568, Calle El Alto #5030, Pukara Sur, D14
-17.448786,-66.111681, Calle Villa San Miguel #5031, Ch’aqui Mayu, D14
-17.458836,-66.112990, Calle Ferroviaria #5032, Valle Hermoso Sur, D14
-17.450679,-66.109172, Calle El Inca #5033, Pukara Sur, D14
-17.435768,-66.109377, Calle Andes #5034, Ch’aqui Mayu, D14
-17.457599,-66.115493, Calle El Alto #5035, Valle Hermoso Sur, D14
-17.426145,-66.108416, Calle Villa San Miguel #5036, Pukara Sur, D14
-17.439990,-66.108158, Calle Ferroviaria #5037, Ch’aqui Mayu, D14
-17.433489,-66.115240, Calle El Inca #5038, Valle Hermoso Sur, D14
-17.435931,-66.116093, Calle Andes #5039, Pukara Sur, D14
-17.437040,-66.105686, Calle El Alto #5040, Ch’aqui Mayu, D14
-17.453980,-66.110270, Calle Villa San Miguel #5041, Valle Hermoso Sur, D14
-17.451010,-66.107876, Calle Ferroviaria #5042, Pukara Sur, D14
-17.433136,-66.107911, Calle El Inca #5043, Ch’aqui Mayu, D14
-17.449453,-66.110855, Calle Andes #5044, Valle Hermoso Sur, D14
-17.445684,-66.108155, Calle El Alto #5045, Pukara Sur, D14
-17.458339,-66.113245, Calle Villa San Miguel #5046, Ch’aqui Mayu, D14
-17.446645,-66.113728, Calle Ferroviaria #5047, Valle Hermoso Sur, D14
-17.458542,-66.114920, Calle El Inca #5048, Pukara Sur, D14
-17.443149,-66.106788, Calle Andes #5049, Ch’aqui Mayu, D14
-17.437638,-66.116126, Calle El Alto #5050, Valle Hermoso Sur, D14
-17.449561,-66.107609, Calle Villa San Miguel #5051, Pukara Sur, D14
-17.433432,-66.112023, Calle Ferroviaria #5052, Ch’aqui Mayu, D14
-17.436486,-66.117127, Calle El Inca #5053, Valle Hermoso Sur, D14
-17.429136,-66.114675, Calle Andes #5054, Pukara Sur, D14
-17.448487,-66.114386, Calle El Alto #5055, Ch’aqui Mayu, D14
-17.440916,-66.118143, Calle Villa San Miguel #5056, Valle Hermoso Sur, D14
-17.426486,-66.112212, Calle Ferroviaria #5057, Pukara Sur, D14
-17.450515,-66.112514, Calle El Inca #5058, Ch’aqui Mayu, D14
-17.438393,-66.111761, Calle Andes #5059, Valle Hermoso Sur, D14
-17.425979,-66.109417, Calle El Alto #5060, Pukara Sur, D14
-17.439013,-66.104718, Calle Villa San Miguel #5061, Ch’aqui Mayu, D14
-17.442240,-66.109371, Calle Ferroviaria #5062, Valle Hermoso Sur, D14
-17.443011,-66.114156, Calle El Inca #5063, Pukara Sur, D14
-17.435250,-66.107023, Calle Andes #5064, Ch’aqui Mayu, D14
-17.454327,-66.111678, Calle El Alto #5065, Valle Hermoso Sur, D14
-17.437498,-66.117909, Calle Villa San Miguel #5066, Pukara Sur, D14
-17.441577,-66.108631, Calle Ferroviaria #5067, Ch’aqui Mayu, D14
-17.439776,-66.112667, Calle El Inca #5068, Valle Hermoso Sur, D14
-17.429640,-66.108473, Calle Andes #5069, Pukara Sur, D14
-17.430382,-66.107870, Calle El Alto #5070, Ch’aqui Mayu, D14
-17.441169,-66.109728, Calle Villa San Miguel #5071, Valle Hermoso Sur, D14
-17.435453,-66.107080, Calle Ferroviaria #5072, Pukara Sur, D14
-17.458899,-66.114361, Calle El Inca #5073, Ch’aqui Mayu, D14
-17.455816,-66.115778, Calle Andes #5074, Valle Hermoso Sur, D14
-17.427160,-66.113817, Calle El Alto #5075, Pukara Sur, D14
-17.451889,-66.117658, Calle Villa San Miguel #5076, Ch’aqui Mayu, D14
-17.438167,-66.117932, Calle Ferroviaria #5077, Valle Hermoso Sur, D14
-17.432332,-66.107688, Calle El Inca #5078, Pukara Sur, D14
-17.430965,-66.111067, Calle Andes #5079, Ch’aqui Mayu, D14
-17.438498,-66.107107, Calle El Alto #5080, Valle Hermoso Sur, D14
-17.432369,-66.108786, Calle Villa San Miguel #5081, Pukara Sur, D14
-17.453893,-66.113661, Calle Ferroviaria #5082, Ch’aqui Mayu, D14
-17.438364,-66.105184, Calle El Inca #5083, Valle Hermoso Sur, D14
-17.438616,-66.111865, Calle Andes #5084, Pukara Sur, D14
-17.438136,-66.112848, Calle El Alto #5085, Ch’aqui Mayu, D14
-17.442396,-66.114465, Calle Villa San Miguel #5086, Valle Hermoso Sur, D14
-17.448423,-66.112556, Calle Ferroviaria #5087, Pukara Sur, D14
-17.441630,-66.108158, Calle El Inca #5088, Ch’aqui Mayu, D14
-17.430434,-66.111944, Calle Andes #5089, Valle Hermoso Sur, D14
-17.432600,-66.113996, Calle El Alto #5090, Pukara Sur, D14
-17.422901,-66.110116, Calle Villa San Miguel #5091, Ch’aqui Mayu, D14
-17.452187,-66.111758, Calle Ferroviaria #5092, Valle Hermoso Sur, D14
-17.444505,-66.112979, Calle El Inca #5093, Pukara Sur, D14
-17.430405,-66.115092, Calle Andes #5094, Ch’aqui Mayu, D14
-17.443780,-66.105886, Calle El Alto #5095, Valle Hermoso Sur, D14
-17.458200,-66.113738, Calle Villa San Miguel #5096, Pukara Sur, D14
-17.440232,-66.113029, Calle Ferroviaria #5097, Ch’aqui Mayu, D14
-17.427874,-66.114117, Calle El Inca #5098, Valle Hermoso Sur, D14
-17.427301,-66.113884, Calle Andes #5099, Pukara Sur, D14
-17.446803,-66.114088, Calle El Alto #5100, Ch’aqui Mayu, D14
-17.447652,-66.106922, Calle Villa San Miguel #5101, Valle Hermoso Sur, D14
-17.449376,-66.106121, Calle Ferroviaria #5102, Pukara Sur, D14
-17.453471,-66.111316, Calle El Inca #5103, Ch’aqui Mayu, D14
-17.442219,-66.106049, Calle Andes #5104, Valle Hermoso Sur, D14
-17.453434,-66.113784, Calle El Alto #5105, Pukara Sur, D14
-17.457849,-66.113241, Calle Villa San Miguel #5106, Ch’aqui Mayu, D14
-17.440882,-66.107578, Calle Ferroviaria #5107, Valle Hermoso Sur, D14
-17.435687,-66.116500, Calle El Inca #5108, Pukara Sur, D14
-17.453387,-66.112637, Calle Andes #5109, Ch’aqui Mayu, D14
-17.433590,-66.105633, Calle El Alto #5110, Valle Hermoso Sur, D14
-17.432323,-66.111591, Calle Villa San Miguel #5111, Pukara Sur, D14
-17.424012,-66.112139, Calle Ferroviaria #5112, Ch’aqui Mayu, D14
-17.441786,-66.112336, Calle El Inca #5113, Valle Hermoso Sur, D14
-17.439232,-66.108436, Calle Andes #5114, Pukara Sur, D14
-17.458636,-66.113774, Calle El Alto #5115, Ch’aqui Mayu, D14
-17.446949,-66.108272, Calle Villa San Miguel #5116, Valle Hermoso Sur, D14
-17.440971,-66.113276, Calle Ferroviaria #5117, Pukara Sur, D14
-17.438892,-66.110219, Calle El Inca #5118, Ch’aqui Mayu, D14
-17.444202,-66.110333, Calle Andes #5119, Valle Hermoso Sur, D14
-17.434806,-66.111791, Calle El Alto #5120, Pukara Sur, D14
-17.453490,-66.116098, Calle Villa San Miguel #5121, Ch’aqui Mayu, D14
-17.439634,-66.114776, Calle Ferroviaria #5122, Valle Hermoso Sur, D14
-17.436674,-66.110633, Calle El Inca #5123, Pukara Sur, D14
-17.432857,-66.110253, Calle Andes #5124, Ch’aqui Mayu, D14
-17.451451,-66.114618, Calle El Alto #5125, Valle Hermoso Sur, D14
-17.433044,-66.107119, Calle Villa San Miguel #5126, Pukara Sur, D14
-17.440115,-66.113089, Calle Ferroviaria #5127, Ch’aqui Mayu, D14
-17.443434,-66.109905, Calle El Inca #5128, Valle Hermoso Sur, D14
-17.422080,-66.109641, Calle Andes #5129, Pukara Sur, D14
-17.434684,-66.105861, Calle El Alto #5130, Ch’aqui Mayu, D14
-17.447430,-66.105436, Calle Villa San Miguel #5131, Valle Hermoso Sur, D14
-17.446826,-66.114407, Calle Ferroviaria #5132, Pukara Sur, D14
-17.434862,-66.108359, Calle El Inca #5133, Ch’aqui Mayu, D14
-17.439852,-66.115151, Calle Andes #5134, Valle Hermoso Sur, D14
-17.452666,-66.110972, Calle El Alto #5135, Pukara Sur, D14
-17.435434,-66.111389, Calle Villa San Miguel #5136, Ch’aqui Mayu, D14
-17.427499,-66.113688, Calle Ferroviaria #5137, Valle Hermoso Sur, D14
-17.447553,-66.106246, Calle El Inca #5138, Pukara Sur, D14
-17.451712,-66.115738, Calle Andes #5139, Ch’aqui Mayu, D14
-17.438312,-66.111752, Calle El Alto #5140, Valle Hermoso Sur, D14
-17.434617,-66.111887, Calle Villa San Miguel #5141, Pukara Sur, D14
-17.423738,-66.109529, Calle Ferroviaria #5142, Ch’aqui Mayu, D14
-17.448441,-66.114649, Calle El Inca #5143, Valle Hermoso Sur, D14
-17.429979,-66.112611, Calle Andes #5144, Pukara Sur, D14
-17.431820,-66.103621, Calle El Alto #5145, Ch’aqui Mayu, D14
-17.432274,-66.109854, Calle Villa San Miguel #5146, Valle Hermoso Sur, D14
-17.426975,-66.109754, Calle Ferroviaria #5147, Pukara Sur, D14
-17.441391,-66.109979, Calle El Inca #5148, Ch’aqui Mayu, D14
-17.433849,-66.109783, Calle Andes #5149, Valle Hermoso Sur, D14
-17.437041,-66.118809, Calle El Alto #5150, Pukara Sur, D14
-17.434260,-66.109923, Calle Villa San Miguel #5151, Ch’aqui Mayu, D14
-17.438448,-66.116124, Calle Ferroviaria #5152, Valle Hermoso Sur, D14
-17.449125,-66.106874, Calle El Inca #5153, Pukara Sur, D14
-17.426527,-66.113538, Calle Andes #5154, Ch’aqui Mayu, D14
-17.453294,-66.111396, Calle El Alto #5155, Valle Hermoso Sur, D14
-17.442090,-66.112129, Calle Villa San Miguel #5156, Pukara Sur, D14
-17.457197,-66.114523, Calle Ferroviaria #5157, Ch’aqui Mayu, D14
-17.427937,-66.109225, Calle El Inca #5158, Valle Hermoso Sur, D14
-17.434538,-66.115861, Calle Andes #5159, Pukara Sur, D14
-17.429052,-66.113019, Calle El Alto #5160, Ch’aqui Mayu, D14
-17.443264,-66.105948, Calle Villa San Miguel #5161, Valle Hermoso Sur, D14
-17.427719,-66.113556, Calle Ferroviaria #5162, Pukara Sur, D14
-17.456494,-66.111452, Calle El Inca #5163, Ch’aqui Mayu, D14
-17.424361,-66.112167, Calle Andes #5164, Valle Hermoso Sur, D14
-17.447193,-66.116521, Calle El Alto #5165, Pukara Sur, D14
-17.432118,-66.106229, Calle Villa San Miguel #5166, Ch’aqui Mayu, D14
-17.434812,-66.108854, Calle Ferroviaria #5167, Valle Hermoso Sur, D14
-17.455924,-66.114689, Calle El Inca #5168, Pukara Sur, D14
-17.439738,-66.104413, Calle Andes #5169, Ch’aqui Mayu, D14
-17.438632,-66.110709, Calle El Alto #5170, Valle Hermoso Sur, D14
-17.428603,-66.107887, Calle Villa San Miguel #5171, Pukara Sur, D14
-17.436598,-66.114239, Calle Ferroviaria #5172, Ch’aqui Mayu, D14
-17.452295,-66.109799, Calle El Inca #5173, Valle Hermoso Sur, D14
-17.448349,-66.110991, Calle Andes #5174, Pukara Sur, D14
-17.428011,-66.109612, Calle El Alto #5175, Ch’aqui Mayu, D14
-17.426574,-66.107734, Calle Villa San Miguel #5176, Valle Hermoso Sur, D14
-17.437111,-66.113120, Calle Ferroviaria #5177, Pukara Sur, D14
-17.431116,-66.115177, Calle El Inca #5178, Ch’aqui Mayu, D14
-17.442746,-66.115767, Calle Andes #5179, Valle Hermoso Sur, D14
-17.437932,-66.113366, Calle El Alto #5180, Pukara Sur, D14
-17.432733,-66.114946, Calle Villa San Miguel #5181, Ch’aqui Mayu, D14
-17.445336,-66.111778, Calle Ferroviaria #5182, Valle Hermoso Sur, D14
-17.434824,-66.114800, Calle El Inca #5183, Pukara Sur, D14
-17.432906,-66.106585, Calle Andes #5184, Ch’aqui Mayu, D14
-17.436708,-66.108085, Calle El Alto #5185, Valle Hermoso Sur, D14
-17.427443,-66.114163, Calle Villa San Miguel #5186, Pukara Sur, D14
-17.422592,-66.110191, Calle Ferroviaria #5187, Ch’aqui Mayu, D14
-17.437827,-66.104258, Calle El Inca #5188, Valle Hermoso Sur, D14
-17.454921,-66.114383, Calle Andes #5189, Pukara Sur, D14
-17.431725,-66.104417, Calle El Alto #5190, Ch’aqui Mayu, D14
-17.456104,-66.114572, Calle Villa San Miguel #5191, Valle Hermoso Sur, D14
-17.456919,-66.114951, Calle Ferroviaria #5192, Pukara Sur, D14
-17.456351,-66.112896, Calle El Inca #5193, Ch’aqui Mayu, D14
-17.438072,-66.103887, Calle Andes #5194, Valle Hermoso Sur, D14
-17.435864,-66.118254, Calle El Alto #5195, Pukara Sur, D14
-17.436273,-66.111424, Calle Villa San Miguel #5196, Ch’aqui Mayu, D14
-17.428457,-66.112485, Calle Ferroviaria #5197, Valle Hermoso Sur, D14
-17.455284,-66.112715, Calle El Inca #5198, Pukara Sur, D14
-17.443457,-66.106751, Calle Andes #5199, Ch’aqui Mayu, D14
-17.436502,-66.108822, Calle El Alto #5200, Valle Hermoso Sur, D14
-17.444084,-66.111143, Calle Villa San Miguel #5201, Pukara Sur, D14
-17.448460,-66.109090, Calle Ferroviaria #5202, Ch’aqui Mayu, D14
-17.438703,-66.114339, Calle El Inca #5203, Valle Hermoso Sur, D14
-17.429044,-66.110605, Calle Andes #5204, Pukara Sur, D14
-17.438025,-66.117747, Calle El Alto #5205, Ch’aqui Mayu, D14
-17.434602,-66.107903, Calle Villa San Miguel #5206, Valle Hermoso Sur, D14
-17.452945,-66.116163, Calle Ferroviaria #5207, Pukara Sur, D14
-17.443846,-66.105372, Calle El Inca #5208, Ch’aqui Mayu, D14
-17.426320,-66.107395, Calle Andes #5209, Valle Hermoso Sur, D14
-17.445173,-66.113912, Calle El Alto #5210, Pukara Sur, D14
-17.444464,-66.110587, Calle Villa San Miguel #5211, Ch’aqui Mayu, D14
-17.435239,-66.108739, Calle Ferroviaria #5212, Valle Hermoso Sur, D14
-17.432634,-66.112234, Calle El Inca #5213, Pukara Sur, D14
-17.424196,-66.109454, Calle Andes #5214, Ch’aqui Mayu, D14
-17.430494,-66.113677, Calle El Alto #5215, Valle Hermoso Sur, D14
-17.456661,-66.111629, Calle Villa San Miguel #5216, Pukara Sur, D14
-17.439864,-66.116280, Calle Ferroviaria #5217, Ch’aqui Mayu, D14
-17.431088,-66.112344, Calle El Inca #5218, Valle Hermoso Sur, D14
-17.431418,-66.112411, Calle Andes #5219, Pukara Sur, D14
-17.440810,-66.115473, Calle El Alto #5220, Ch’aqui Mayu, D14
-17.436627,-66.115865, Calle Villa San Miguel #5221, Valle Hermoso Sur, D14
-17.424938,-66.108792, Calle Ferroviaria #5222, Pukara Sur, D14
-17.444943,-66.105009, Calle El Inca #5223, Ch’aqui Mayu, D14
-17.434491,-66.115659, Calle Andes #5224, Valle Hermoso Sur, D14
-17.422668,-66.109564, Calle El Alto #5225, Pukara Sur, D14
-17.449785,-66.109041, Calle Villa San Miguel #5226, Ch’aqui Mayu, D14
-17.445977,-66.112852, Calle Ferroviaria #5227, Valle Hermoso Sur, D14
-17.447060,-66.109589, Calle El Inca #5228, Pukara Sur, D14
-17.452686,-66.112997, Calle Andes #5229, Ch’aqui Mayu, D14
-17.443257,-66.106643, Calle El Alto #5230, Valle Hermoso Sur, D14
-17.450646,-66.108517, Calle Villa San Miguel #5231, Pukara Sur, D14
-17.421798,-66.110836, Calle Ferroviaria #5232, Ch’aqui Mayu, D14
-17.443937,-66.108139, Calle El Inca #5233, Valle Hermoso Sur, D14
-17.449968,-66.109497, Calle Andes #5234, Pukara Sur, D14
-17.443911,-66.109164, Calle El Alto #5235, Ch’aqui Mayu, D14
-17.438949,-66.105589, Calle Villa San Miguel #5236, Valle Hermoso Sur, D14
-17.430830,-66.107486, Calle Ferroviaria #5237, Pukara Sur, D14
-17.439588,-66.105431, Calle El Inca #5238, Ch’aqui Mayu, D14
-17.438335,-66.106523, Calle Andes #5239, Valle Hermoso Sur, D14
-17.451792,-66.110313, Calle El Alto #5240, Pukara Sur, D14
-17.452327,-66.109539, Calle Villa San Miguel #5241, Ch’aqui Mayu, D14
